Interval,Latitude,Longitude,Arctic cod (No. m^-2),Saffron cod (No. m^-2),Pollock (No. m^-2),Pacific herring (No. m^-2),Capelin (No. m^-2),Pacific cod (No. m^-2)
20190901120803,71.1766641,-157.53677009999996,1.1641308967068018,0.0,0.007214926285884386,0.0,0.001803731571469348,0.0
20190901121151,71.1692152,-157.548605,0.8422876735605905,0.0,0.005220240690665103,0.0,0.0013050601726657654,0.0
20190901121540,71.16175600000003,-157.56000880000005,0.4020633198197764,0.0008768156179006759,0.12417901188521313,0.0,0.0017536312358013518,0.0
20190901121922,71.1543382,-157.57180269999995,0.30584968061424167,0.0006669938874621562,0.09446300931193699,0.0,0.0013339877749243125,0.0
20190901122302,71.1468601,-157.58325459999998,0.2622838674449606,0.0005719860031059179,0.08100751768989162,0.0,0.0011439720062118358,0.0
20190901122640,71.139464,-157.59498119999995,0.2051492038850708,0.0004473873071709879,0.06336122737808988,0.0,0.0008947746143419758,0.0
20190901123014,71.1320921,-157.6066315,0.16757207301401963,0.00036543948054881424,0.051755366432766056,0.0,0.0007308789610976285,0.0
20190901123349,71.1245833,-157.618397,0.16850203039042783,0.0003674675221821077,0.05204258782897131,0.0,0.0007349350443642154,0.0
20190901123724,71.11725,-157.6303917,0.13885504673700197,0.0003028136803377005,0.04288598747783028,0.0,0.0006056273606754008,0.0
20190901124053,71.109965,-157.64289499999995,0.11767288595402087,0.00025661983852274004,0.03634378463075642,0.0,0.0005132396770454801,0.0
20190901124426,71.102595,-157.6550833,0.1466567799781548,0.00031982762121540427,0.04529558685467669,0.0,0.0006396552424308085,0.0
20190901124757,71.0952856,-157.6671579,0.17063090937513148,0.0003721101599218812,0.05270010139894294,0.0,0.0007442203198437625,0.0
20190901125130,71.08758370000002,-157.67671819999995,0.20214923722569988,0.0004408450102479837,0.06243467457636744,0.0,0.0008816900204959674,0.0
20190901125507,71.0800198,-157.6874019,0.23420177065016803,0.0005107448506821474,0.07233423947779588,0.0,0.0010214897013642948,0.0
20190901125843,71.07242009999999,-157.6980513,0.4728967094526655,0.0010312883569869302,0.14605621355839699,0.0,0.0020625767139738605,0.0
20190901130216,71.0647714,-157.7084563,0.30340676469242867,0.0006616664011486327,0.09370850406275803,0.0,0.0013233328022972655,0.0
20190901130550,71.0572321,-157.7190644,0.2907725381582599,0.000634113807815904,0.08980636803192742,0.0,0.001268227615631808,0.0
20190901130922,71.0495881,-157.7291332,0.3459227537154203,0.0007543848396346952,0.10683975291324627,0.0,0.0015087696792693904,0.0
20190901131255,71.0419159,-157.7378895,0.40772544460374405,0.0008891635223152017,0.12592778384772285,0.0,0.0017783270446304034,0.0
20190901131635,71.03432420000001,-157.74693330000005,0.5858353589644433,0.0012775838205996435,0.18093780859242706,0.0,0.002555167641199287,0.0
20190901132102,71.0265317,-157.7564983,0.5106135705138191,0.0011135409057953225,0.15770523078301318,0.0,0.002227081811590645,0.0
20190901132559,71.01897259999998,-157.7670478,0.43522773127835357,0.0009491402306962527,0.13442198517253254,0.0,0.0018982804613925054,0.0
20190901133050,71.0113105,-157.7770719,0.18437533606950657,0.00040208386652652666,0.05694512759680941,0.0,0.0008041677330530533,0.0
20190901133551,71.0036343,-157.7851486,0.17844617197651597,0.0003891536054915823,0.055113879377717286,0.0,0.0007783072109831646,0.0
20190901134101,70.996299,-157.79657340000003,0.03342890822216044,7.290142466060273e-05,0.010324664267539268,0.0,0.00014580284932120546,0.0
20190902160537,71.0000479,-157.8045892,0.0018512611777610393,4.0372116367367725e-06,0.0005717700980509367,0.0,8.074423273473545e-06,0.0
20190902160925,70.9999292,-157.83047130000003,0.04515862341990039,9.84814688275532e-05,0.013947438022698884,0.0,0.0001969629376551064,0.0
20190902161242,71.000015,-157.856142,0.08637072248828334,0.00018835639729867075,0.026675974767401647,0.0,0.0003767127945973415,0.0
20190902161558,70.9999483,-157.881605,0.02373924419290683,5.177030343096191e-05,0.007331969223409459,0.0,0.00010354060686192382,0.0
20190902161914,71.0000744,-157.907126,0.03625525438145616,7.906509175440479e-05,0.011197593619717637,0.0,0.00015813018350880958,0.0
20190902162230,71.0002061,-157.9326186,0.02817545384149892,6.144474452619058e-05,0.008702111943523268,0.0,0.00012288948905238116,0.0
20190902162546,71.0004776,-157.95809319999995,0.04421053882799577,9.641389554658092e-05,0.013654617956775758,0.0,0.00019282779109316183,0.0
20190902162902,71.0007172,-157.9836544,0.009060756364823449,1.975960576118369e-05,0.002798454165925673,0.0,3.951921152236738e-05,0.0
20190902163220,71.00075,-158.0091534,0.1177943654042734,0.0002568847596780843,0.036381304089371014,0.0,0.0005137695193561686,0.0
20190902163537,71.00061170000002,-158.0346246,0.08836301772554275,0.00019270117458453645,0.027291303850548003,0.0,0.0003854023491690729,0.0
20190902163854,71.0002017,-158.0603062,0.01898982453486615,4.141281711745169e-05,0.005865090224276137,0.0,8.282563423490339e-05,0.0
20190902164208,70.99999190000003,-158.0860386,0.03694252735621239,8.056388970085022e-05,0.011409860878874363,0.0,0.00016112777940170044,0.0
20190902164520,71.00008170000002,-158.1115932,0.048943821387016834,0.00010673619023781716,0.015116512942411424,0.0,0.00021347238047563432,0.0
20190902164830,71.00032829999998,-158.137175,0.08274501862593789,0.00018044949901748852,0.025556160298349076,0.0,0.00036089899803497705,0.0
20190902165139,71.00056,-158.16268,0.11557741690616943,0.0002520500608349534,0.035696589865751756,0.0,0.0005041001216699067,0.0
20190902165447,71.00093670000003,-158.1881083,0.4366256954080482,0.0009521888967197477,0.13485375249792092,0.0,0.0019043777934394954,0.0
20190902165757,71.00116829999997,-158.21351830000003,0.26856624631815784,0.0005856865513581428,0.08294785783608463,0.0,0.0011713731027162856,0.0
20190902170112,71.0014932,-158.2390603,0.4353061144146308,0.000949311167848138,0.13444619414641923,0.0,0.001898622335696276,0.0
20190902170431,71.0017667,-158.2646383,0.3783061199730223,0.0008250061569632562,0.11684149697967466,0.0,0.0016500123139265124,0.0
20190902170752,71.00197829999998,-158.2901054,0.16099862246049096,0.00035110416612321217,0.04972512752718277,0.0,0.0007022083322464243,0.0
20190902171114,71.0023033,-158.31542109999995,0.2022070501074552,0.0004409710879950577,0.06245253033731381,0.0,0.0008819421759901154,0.0
20190902171436,71.0024255,-158.3411174,0.1916592513164348,0.0004179685551636432,0.059194796625099716,0.0,0.0008359371103272864,0.0
20190902171803,71.00262990000002,-158.3666994,0.3887982195236747,0.0008478872214516791,0.12008202773832446,0.0,0.0016957744429033582,0.0
20190902172126,71.0027821,-158.39222980000002,0.21764873385115058,0.00047464615559206317,0.06722176178569118,0.0,0.0009492923111841263,0.0
20190902172451,71.0027733,-158.4178234,0.3268706007937482,0.0007128360974025977,0.10095541229463681,0.0,0.0014256721948051954,0.0
20190902172816,71.0027741,-158.4434335,0.6932444769126571,0.0015118205377517852,0.21411158365927152,0.0,0.0030236410755035705,0.0
20190902173141,71.0027583,-158.469004,0.22508241908189558,0.000490857461095121,0.06951768792753384,0.0,0.000981714922190242,0.0
20190902173506,71.00281209999999,-158.49448069999997,0.15875784746544508,0.00034621750669619326,0.049033054385921586,0.0,0.0006924350133923865,0.0
20190902173831,71.0027305,-158.52016,0.09734556594696159,0.00021229022481850804,0.0300656030899096,0.0,0.0004245804496370161,0.0
20190902174156,71.0027094,-158.5456616,0.11507453164735952,0.0002509533737528718,0.03554127155778529,0.0,0.0005019067475057436,0.0
20190902174523,71.0026909,-158.5712165,0.09029815201609831,0.00019692129585656334,0.027888978525672348,0.0,0.00039384259171312667,0.0
20190902174850,71.0025601,-158.5968442,0.5617901755490229,0.0012251463280104073,0.17351134870444884,0.0,0.0024502926560208147,0.0
20190902175218,71.002553,-158.62252809999995,0.6830562715689433,0.0014896022026707162,0.21096491195325234,0.0,0.0029792044053414323,0.0
20190902175543,71.0025948,-158.64802959999997,0.486091771376556,0.0010600640144630695,0.15013156604823402,0.0,0.002120128028926139,0.0
20190902175907,71.0025064,-158.6735382,0.5442396958403027,0.0011868724195185911,0.1680908064146049,0.0,0.0023737448390371823,0.0
20190902180230,71.00258670000002,-158.69906,0.374991097299714,0.0008177767890728841,0.11581763775245442,0.0,0.0016355535781457681,0.0
20190902180554,71.00261009999998,-158.7245739,0.4926828001478053,0.0010744376632872406,0.15216723406310434,0.0,0.002148875326574481,0.0
20190902180920,71.0024833,-158.7502283,0.18760378867904903,0.00040912444329695526,0.057942249281947536,0.0,0.0008182488865939105,0.0
20190902181243,71.00251999999998,-158.77558,0.19952078755533303,0.000435112913814308,0.06162286641890999,0.0,0.000870225827628616,0.0
20190902181605,71.0024533,-158.8011867,0.1916352258076119,0.00041791616057656073,0.059187376241772185,0.0,0.0008358323211531215,0.0
20190902181930,71.0023817,-158.82670430000005,0.1733659881097835,0.0003780747919402058,0.05354484240857221,0.0,0.0007561495838804116,0.0
20190902182253,71.0024918,-158.8522699,0.04371324991374088,9.532941291626236e-05,0.013501028104262975,0.0,0.00019065882583252472,0.0
20190902182618,71.0025849,-158.8777674,0.09655410351615817,0.00021056421156050726,0.02982115646228029,0.0,0.0004211284231210145,0.0
20190902182942,71.0027133,-158.9034365,0.2503538024252412,0.0005459690380762582,0.07732286501734675,0.0,0.0010919380761525163,0.0
20190902183306,71.00273890000003,-158.9288085,0.1264898496282913,0.0002758477836519477,0.03906694235970528,0.0,0.0005516955673038954,0.0
20190902183629,71.0028083,-158.95439530000004,0.14693000923525723,0.0003204234768136134,0.04537997490375882,0.0,0.0006408469536272268,0.0
20190902183953,71.0029233,-158.9798477,0.3845827172152836,0.0008386940966906946,0.11878005144399961,0.0,0.0016773881933813892,0.0
20190902184319,71.00294170000002,-159.00542869999995,0.43791215811912493,0.000954994401578324,0.1352510821235434,0.0,0.001909988803156648,0.0
20190902184647,71.0030893,-159.0310352,0.2432616451875218,0.0005305025333628157,0.07513242128749792,0.0,0.0010610050667256314,0.0
20190902185016,71.0033444,-159.0564897,0.35901372225796385,0.0007829334913143957,0.11088295570759754,0.0,0.0015658669826287914,0.0
20190902185344,71.00367790000001,-159.0819893,0.17764614518259636,0.00038740891515788784,0.05486678760920015,0.0,0.0007748178303157757,0.0
20190902185717,71.0040688,-159.1075065,0.23964093377238946,0.0005226065225602262,0.0740141487575454,0.0,0.0010452130451204524,0.0
20190902190054,71.00417970000002,-159.1329743,0.16031482532693936,0.0003496129482558229,0.04951393379674954,0.0,0.0006992258965116458,0.0
20190902190435,71.0040703,-159.1583801,0.2340473101672922,0.0005104080048245157,0.07228653368331693,0.0,0.0010208160096490315,0.0
20190902190819,71.00376729999998,-159.1840053,0.17117527483605405,0.0003732973066087768,0.05286823104841855,0.0,0.0007465946132175536,0.0
20190902191200,71.0032532,-159.2095147,0.6394389864404164,0.0013944820687886307,0.19749352299174552,0.0,0.0027889641375772613,0.0
20190902191539,71.00246899999998,-159.2349685,0.9176434316911772,0.0020011875068125006,0.2834181806524151,0.0,0.004002375013625001,0.0
20190902191914,71.001705,-159.2603317,1.0750675202985267,0.002344496365695871,0.33203929779141983,0.0,0.004688992731391742,0.0
20190902192248,71.0007417,-159.284905,1.4747191621626676,0.003216052620718157,0.4554734524097095,0.0,0.006432105241436314,0.0
20190902192629,71.0008833,-159.29100119999995,0.282406812790928,0.0006158699186185008,0.08722257722431248,0.0,0.0012317398372370017,0.0
20190902213959,71.0003558,-159.30855590000004,1.3139305724698203,0.002865406491930365,0.4058131944196721,0.0,0.005730812983860732,0.0
20190902214525,71.00081180000002,-159.3342937,2.8918814541422537,0.0063065858015712685,0.8931702141472688,0.0,0.012613171603142537,0.0
20190902214924,71.00036999999998,-159.3597771,3.0943203905515384,0.006748062584870804,0.9556943635826509,0.0,0.013496125169741607,0.0
20190902215320,71.0004433,-159.385409,4.188055991895192,0.009133270112734293,1.2934993797158354,0.0,0.018266540225468586,0.0
20190902215711,71.000617,-159.4109791,4.646615659163905,0.010133292393260442,1.4351275351949897,0.0,0.020266584786520884,0.0
20190902220101,71.0007926,-159.4366082,4.0126958899937915,0.008750846577630016,1.2393386465561749,0.0,0.017501693155260033,0.0
20190902220451,71.00095379999998,-159.4621361,3.637454288507381,0.007932523491557177,1.123443639491049,0.0,0.015865046983114355,0.0
20190902220841,71.00123549999998,-159.48771169999995,2.3464281681607693,0.005117066796963496,0.7247045851195653,0.0,0.010234133593926992,0.0
20190902221232,71.0013217,-159.5131155,1.9833947813415405,0.004325367261860203,0.6125801384611546,0.0,0.008650734523720406,0.0
20190902221628,71.00138570000001,-159.5388314,1.2652450819159258,0.002759233666963944,0.39077646808349153,0.0,0.005518467333927888,0.0
20190902222018,71.0014343,-159.5644221,1.0437053136494239,0.002276101982902248,0.3223529433286928,0.0,0.004552203965804496,0.0
20190902222407,71.00134890000002,-159.5898883,1.5650478693280334,0.003413040550935973,0.48337186802654364,0.0,0.006826081101871946,0.0
20190902222756,71.00132370000001,-159.61537959999995,1.9965706695237408,0.004354101105432655,0.6166495690572026,0.0,0.00870820221086531,0.0
20190902223149,71.0012911,-159.640896,1.5326808151615126,0.003342454806857428,0.4733751620210195,0.0,0.006684909613714856,0.0
20190902223543,71.001285,-159.6663017,1.6518074639926816,0.003602244996743308,0.5101679476638878,0.0,0.007204489993486616,0.0
20190902223938,71.00136359999998,-159.6918539,0.8984209419617135,0.001959267295795422,0.27748123076680425,0.0,0.003918534591590844,0.0
20190902224334,71.00102829999999,-159.7173531,0.9295327096183568,0.002027115523762877,0.28709023605356265,0.0,0.004054231047525754,0.0
20190902224728,71.00065500000002,-159.742865,0.642643204235706,0.0014014697945203428,0.198483159648907,0.0,0.0028029395890406855,0.0
20190902225119,71.0003415,-159.7684054,0.3286458498185711,0.000716707542504557,0.10150370570725326,0.0,0.001433415085009114,0.0
20190902225509,70.9999734,-159.79406,0.2905346197423999,0.0006335949577424616,0.08973288589028192,0.0,0.0012671899154849233,0.0
20190902225859,70.9997204,-159.81960780000003,0.2916226987294821,0.0006359678293831166,0.0900689438364357,0.0,0.0012719356587662333,0.0
20190902230247,70.99949090000001,-159.8449988,0.23072626567619314,0.0005031655046168624,0.0712608145913598,0.0,0.0010063310092337247,0.0
20190902230639,70.99939140000002,-159.8705404,0.24972027631811983,0.0005445874507541202,0.07712719771299148,0.0,0.0010891749015082405,0.0
20190902231032,70.999305,-159.8960005,0.17394447377320468,0.00037933634761934333,0.05372351023159243,0.0,0.0007586726952386867,0.0
20190902231426,70.9991761,-159.9216858,0.21650372380987268,0.0004721491292847701,0.06686812043493051,0.0,0.0009442982585695402,0.0
20190902231823,70.99910870000002,-159.9472658,0.1953295269236803,0.0004259726550550664,0.06032837727222629,0.0,0.0008519453101101327,0.0
20190902232216,70.999415,-159.9729366,0.2749569973234399,0.0005996234364586451,0.08492166918845452,0.0,0.0011992468729172903,0.0
20190902232557,70.99985090000001,-159.9983676,0.3324831167792698,0.0007250758154488175,0.10268886236308528,0.0,0.001450151630897635,0.0
20190902232937,71.000105,-160.0238655,0.38989769364247084,0.0008502849434820018,0.1204216051207605,0.0,0.0017005698869640036,0.0
20190902233316,71.0002713,-160.0494078,0.2607269647199622,0.0,0.10429078588798081,0.0,0.0,0.0
20190902233655,71.0003811,-160.0749839,0.27747782881246114,0.0,0.11099113152504524,0.0,0.0,0.0
20190902234034,71.0006476,-160.1005405,0.25721714390809813,0.0,0.10288685756342734,0.0,0.0,0.0
20190902234413,71.00091379999998,-160.1258583,0.23460426342453772,0.0,0.09384170536995702,0.0,0.0,0.0
20190902234757,71.0011136,-160.1515551,0.3460745108213995,0.0,0.13842980432844507,0.0,0.0,0.0
20190902235146,71.0013556,-160.1771669,0.2688407393532286,0.0,0.10753629574132463,0.0,0.0,0.0
20190902235532,71.0013579,-160.17762969999995,0.3414768995212569,0.0,0.13659075980858826,0.0,0.0,0.0
20190902235536,71.0014965,-160.2028353,0.0,0.0,0.0003074044188939574,0.18522866763834908,0.0,0.0
20190902235916,71.001605,-160.2284267,0.3711744900121413,0.0,0.14846979600490806,0.0,0.0,0.0
20190903000302,71.00171329999998,-160.2538833,0.3896181547071917,0.0,0.15584726188289968,0.0,0.0,0.0
20190903000642,71.0018001,-160.27951090000005,0.3819161661623984,0.0,0.1527664664649442,0.0,0.0,0.0
20190903001025,71.0019662,-160.305101,0.3747560975609865,0.0,0.14990243902448117,0.0,0.0,0.0
20190903001407,71.0021996,-160.3305852,0.36960319079327714,0.0,0.14784127631719024,0.0,0.0,0.0
20190903001749,71.00230690000002,-160.3561794,0.46776865504547993,0.0,0.18710746201832937,0.0,0.0,0.0
20190903002126,71.00244709999998,-160.3817157,0.510339853763927,0.0,0.2041359415053876,0.0,0.0,0.0
20190903002504,71.00255920000002,-160.4073196,0.4187407083780208,0.0,0.16749628335118594,0.0,0.0,0.0
20190903002838,71.0025827,-160.4329967,0.3577588016029604,0.0,0.1431035206411472,0.0,0.0,0.0
20190903003213,71.00191679999998,-160.45837980000005,0.3747270245150163,0.0,0.14989080980597408,0.0,0.0,0.0
20190903003545,71.0012057,-160.4838462,0.21672302916996275,0.0,0.08668921166794849,0.0,0.0,0.0
20190903003919,71.0017088,-160.5079949,0.12782044302190768,0.0,0.051128177208763656,0.0,0.0,0.0
20190903014931,71.0012155,-160.51285330000005,0.07831564770842632,0.0,0.031326259083361285,0.0,0.0,0.0
20190903015606,71.000817,-160.538346,0.16983531492095938,0.0,0.06793412596835456,0.0,0.0,0.0
20190903020217,71.0004947,-160.5637523,0.20346299328585554,0.0,0.08138519731439754,0.0,0.0,0.0
20190903020832,71.0000933,-160.58931819999995,0.2429565570674065,0.0,0.09718262282697589,0.0,0.0,0.0
20190903021447,70.999888,-160.6150146,0.4055919827248875,0.0,0.16223679308975275,0.0,0.0,0.0
20190903022053,70.99975690000002,-160.6406802,0.4277161540180415,0.0,0.17108646160733515,0.0,0.0,0.0
20190903022648,70.9998698,-160.66630519999995,0.46505376746470195,0.0,0.18602150698603542,0.0,0.0,0.0
20190903023234,70.9999916,-160.6918631,0.667200359803868,0.0,0.26688014392167775,0.0,0.0,0.0
20190903023827,71.00024499999998,-160.717485,0.7166469361903423,0.0,0.28665877447585253,0.0,0.0,0.0
20190903024421,71.00053670000001,-160.7431967,0.5794127755135257,0.0,0.23176511020527873,0.0,0.0,0.0
20190903025014,71.0003998,-160.768811,0.5320311283069062,0.0,0.21281245132305832,0.0,0.0,0.0
20190903025604,71.0000327,-160.7944084,0.8118957874689186,0.0,0.32475831498755997,0.0,0.0,0.0
20190903030156,71.0049295,-160.7949939,0.1023629548087822,0.0,0.040945181923519286,0.0,0.0,0.0
20190903170919,71.00001540000002,-160.8162579,1.016050290391739,0.0,0.40642011615652013,0.0,0.0,0.0
20190903171252,70.9999779,-160.84178469999995,1.5664881411914846,0.0,0.626595256476973,0.0,0.0,0.0
20190903171624,70.9999406,-160.8673281,1.2269277290487697,0.0,0.4907710916187363,0.0,0.0,0.0
20190903171958,70.99996999999998,-160.8928233,1.8558134241174609,0.0,0.7423253696458991,0.0,0.0,0.0
20190903172331,71.00017170000002,-160.9183515,1.1616017778098726,0.0,0.4646407111238787,0.0,0.0,0.0
20190903172704,71.00034000000002,-160.94391169999997,0.9284841990665522,0.0,0.3713936796269754,0.0,0.0,0.0
20190903173037,71.000385,-160.96956830000005,1.0664360260894579,0.0,0.4265744104358238,0.0,0.0,0.0
20190903173412,71.00028,-160.9950094,0.9394189593979785,0.0,0.37576758375902547,0.0,0.0,0.0
20190903173746,71.0002433,-161.02076169999995,1.0310259943324613,0.0,0.41241039773294824,0.0,0.0,0.0
20190903174119,71.00026329999999,-161.0463013,1.9112550029864055,0.0,0.7645020011960237,0.0,0.0,0.0
20190903174450,71.00032359999999,-161.07197240000005,2.8537817920368616,0.0,1.1415127168147812,0.0,0.0,0.0
20190903174820,71.00038029999997,-161.0976128,1.870890037369916,0.0,0.74835601494774,0.0,0.0,0.0
20190903175151,71.000592,-161.12327019999995,1.6322869059848655,0.0,0.6529147623937371,0.0,0.0,0.0
20190903175522,71.0007388,-161.1487415,1.4319425132729737,0.0,0.5727770053092346,0.0,0.0,0.0
20190903175854,71.0008304,-161.174227,1.269362302804336,0.0,0.5077449211218996,0.0,0.0,0.0
20190903180225,71.000895,-161.1998689,1.0726996985977684,0.0,0.42907987943898346,0.0,0.0,0.0
20190903180556,71.00075670000003,-161.2253569,1.0823940895759703,0.0,0.43295763583039737,0.0,0.0,0.0
20190903180929,71.0004833,-161.2509683,1.054381515021456,0.0,0.42175260600878983,0.0,0.0,0.0
20190903181303,71.0003517,-161.276589,1.0563001758104682,0.0,0.42252007032457517,0.0,0.0,0.0
20190903181633,71.000321,-161.3022631,1.6249297909493943,0.0,0.6499719163793004,0.0,0.0,0.0
20190903182001,71.0003978,-161.3235782,2.4839663001286425,0.0,0.9935865200517158,0.0,0.0,0.0
20190903182600,71.00027220000003,-161.3531599,3.502472751589273,0.0,1.4009891006350985,0.0,0.0,0.0
20190903182926,71.0001673,-161.3787393,5.416678821689444,0.0,2.166671528674397,0.0,0.0,0.0
20190903183258,71.0000177,-161.4043234,3.3833846611222524,0.0,1.3533538644496157,0.0,0.0,0.0
20190903183631,70.9998583,-161.42982949999995,2.1794420489335535,0.0,0.8717768195730798,0.0,0.0,0.0
20190903184004,70.9998171,-161.45537380000005,2.033475413335344,0.0,0.8133901653344864,0.0,0.0,0.0
20190903184336,70.9997983,-161.4810361,1.8468803833447476,0.0,0.7387521533380054,0.0,0.0,0.0
20190903184708,70.9998033,-161.506665,1.8475949702009733,0.0,0.7390379880815057,0.0,0.0,0.0
20190903185040,70.9997533,-161.53215,1.231001547721016,0.0,0.49240061908839505,0.0,0.0,0.0
20190903185410,70.999655,-161.55764169999995,0.9356713566731589,0.0,0.374268542669479,0.0,0.0,0.0
20190903185740,70.9995483,-161.5832483,1.0857565523773982,0.0,0.43430262095098426,0.0,0.0,0.0
20190903190111,70.9994433,-161.6087457,1.8807084614950766,0.0,0.7522833845980198,0.0,0.0,0.0
20190903190440,70.99936650000002,-161.634286,2.1938532189452307,0.0,0.8775412875776034,0.0,0.0,0.0
20190903190809,70.9993977,-161.6589094,2.3882586605079394,0.0,0.9553034642037039,0.0,0.0,0.0
20190903191403,70.998805,-161.68475869999997,2.516774473451518,0.0,1.006709789381109,0.0,0.0,0.0
20190903191755,70.99866740000002,-161.7105822,3.28904849196969,0.0,1.3156193967886158,0.0,0.0,0.0
20190903192134,70.998775,-161.7361731,2.0710005492388186,0.0,0.8284002196959501,0.0,0.0,0.0
20190903192507,70.9989017,-161.76179140000005,2.75454263826347,0.0,1.1018170553052913,0.0,0.0,0.0
20190903192838,70.9990442,-161.7875182,3.5200247049752944,0.0,1.4080098819896536,0.0,0.0,0.0
20190903193207,70.9991449,-161.8130148,3.1732604646214084,0.0,1.2693041858470442,0.0,0.0,0.0
20190903193535,70.9991483,-161.838542,2.6170781948202144,0.0,1.0468312779291753,0.0,0.0,0.0
20190903193905,70.9992444,-161.8641586,2.660046562989142,0.0,1.0640186251951977,0.0,0.0,0.0
20190903194235,70.9994214,-161.8898247,3.0448880969580765,0.0,1.2179552387834327,0.0,0.0,0.0
20190903194605,70.9995366,-161.9153239,2.42106256567081,0.0,0.9684250262687936,0.0,0.0,0.0
20190903194937,70.9996421,-161.94094819999995,1.9936379695230815,0.0,0.7974551878097744,0.0,0.0,0.0
20190903195312,70.99970359999998,-161.9665747,1.5692127275579901,0.0,0.6276850910231004,0.0,0.0,0.0
20190903195645,70.999712,-161.9919314,1.1721745657560774,0.0,0.4688698263020694,0.0,0.0,0.0
20190903200018,70.9996234,-162.0175342,0.7250878328463205,0.0,0.29003513313859985,0.0,0.0,0.0
20190903200353,70.99954,-162.0430892,0.9037940277502163,0.0,0.36151761110034564,0.0,0.0,0.0
20190903200727,70.99944,-162.0688217,1.2818694374075548,0.0,0.5127477749633627,0.0,0.0,0.0
20190903201101,70.9995217,-162.0941867,0.8682734665600805,0.0,0.34730938662403565,0.0,0.0,0.0
20190903201434,70.99958170000002,-162.1198283,1.2123438396813118,0.0,0.4849375358723676,0.0,0.0,0.0
20190903201810,70.9997567,-162.1453967,1.0813731971014053,0.0,0.43254927884070815,0.0,0.0,0.0
20190903202146,70.9999265,-162.1709362,1.0459148578813606,0.0,0.41836594315261477,0.0,0.0,0.0
20190903202520,70.9999593,-162.19656840000005,1.4964678617582385,0.0,0.5985871447035005,0.0,0.0,0.0
20190903202856,71.0000835,-162.22218930000003,0.8867368842614783,0.0,0.35469475370454917,0.0,0.0,0.0
20190903203231,71.0002811,-162.24778569999995,1.0833485851459141,0.0,0.4333394340585095,0.0,0.0,0.0
20190903203605,71.000501,-162.273353,0.8974298567230312,0.0,0.3589719426892557,0.0,0.0,0.0
20190903203937,71.000659,-162.299042,1.2042594964447244,0.0,0.48170379857792206,0.0,0.0,0.0
20190903204307,71.00069,-162.3246115,1.8571906981189583,0.0,0.7428762792471727,0.0,0.0,0.0
20190903204636,71.00080849999998,-162.3502354,1.2011544840741122,0.0,0.48046179362985697,0.0,0.0,0.0
20190903205006,71.00095909999997,-162.37593940000005,0.34674343597975027,0.0,0.30318688464859433,0.0,0.0004983347873915142,0.0
20190903205337,70.9988283,-162.3938455,0.017297378042051878,0.0,0.015124549211270643,0.0,2.4859548341992483e-05,0.0
20190904040841,70.999835,-162.4058708,0.6300861373513815,0.0,0.5509371864653755,0.0,0.0009055509310727832,0.0
20190904041341,70.99986559999998,-162.4316559,0.7635856248147345,0.0,0.6676669915784923,0.0,0.001097414516072386,0.0
20190904041843,70.9998938,-162.457321,1.184510276123205,0.0,1.0357167380476358,0.0,0.0017023615023794238,0.0
20190904042348,70.9998467,-162.4830122,0.9726269041384303,0.0,0.8504493247517873,0.0,0.0013978457014348538,0.0
20190904042852,70.9996189,-162.508643,0.45102210146346655,0.0,0.3943664729054998,0.0,0.0006482026181884392,0.0
20190904043359,70.9994804,-162.53436580000005,0.45280063725882685,0.0,0.39592159600533916,0.0,0.0006507587048075723,0.0
20190904043907,70.999318,-162.55995959999996,0.4702112915421729,0.0,0.41114519214055645,0.0,0.0006757810521701492,0.0
20190904044414,70.9993358,-162.585748,0.544440843020075,0.0,0.47605031831191535,0.0,0.0007824627191197773,0.0
20190904044923,70.9992683,-162.61141750000004,0.4935311469928771,0.0,0.4315356987541407,0.0,0.00070929602030527,0.0
20190904045428,70.9991895,-162.63715469999997,0.43698973541010283,0.0,0.3820967976740795,0.0,0.0006280354991358414,0.0
20190904045932,70.999256,-162.6628015,0.3687047561940029,0.0,0.3223895098969988,0.0,0.000529897287798946,0.0
20190904050436,70.99925390000001,-162.68846409999998,0.6278854647260351,0.0,0.5490129537093094,0.0,0.0009023881553416024,0.0
20190904050940,70.99901679999998,-162.7140043,0.7723298435747368,0.0,0.6753127958513974,0.0,0.0011099815842407846,0.0
20190904051449,70.99874150000002,-162.7396459,0.7109291280309648,0.0,0.6216249975276714,0.0,0.0010217373397893837,0.0
20190904052003,70.9987485,-162.7651855,1.3557681105185688,0.0,1.1854618345487997,0.0,0.0019484908523143528,0.0
20190904052514,70.9987933,-162.79086,1.6968071438554977,0.0,1.4836608812539644,0.0,0.002438627352489514,0.0
20190904053024,70.9988283,-162.81643830000004,2.5681793885165964,0.0,2.245574759974777,0.0,0.0036909512820089718,0.0
20190904053531,70.9987567,-162.8421198,1.0568926379014194,0.0,0.924129927328234,0.0,0.0015189512283496505,0.0
20190904054040,70.9989785,-162.86785519999995,0.8100527215996857,0.0,0.7082970737977332,0.0,0.0011641963737624534,0.0
20190904054547,70.9991667,-162.89339819999995,1.0223508236357433,0.0,0.8939271203806562,0.0,0.0014693082189030744,0.0
20190904055054,70.9992819,-162.9190388,0.9200100906819868,0.0,0.804442029165507,0.0,0.0013222255574719905,0.0
20190904055601,70.9994367,-162.9446885,1.0021127725916021,0.0,0.8762312939832569,0.0,0.0014402223766958144,0.0
