"SHIP","SURVEY","CLAMS_EVENT_NUMBER","CLAMS_STATION_NUMBER","GRID_STATION_NAME","GEAR","GEAR_ACTIVITY","LATITUDE","LONGITUDE","TIMESTAMP","CLAMS_COMMENTS"
175,201901,111,"39","CH-N01","3m Beam Trawl","Standard bottom sample","72.5051183333","-168.48482","08272019 16:27:50.840","CHN01"
175,201701,111,"16","BF-K10","3m Beam Trawl","Standard bottom sample","71.3356233333","-154.415018333","08152017 15:23:21.190",""
175,201901,112,"39","CH-N01","Marinovich","Opportunistic off-bottom sample","72.4842733333","-168.513415","08272019 19:14:32.711",""
175,201701,112,"16","BF-K10","Bongo","Oblique tow","71.3197516667","-154.430466667","08152017 15:57:36.475","BF-10, B154-03 PHYLLIS TATION"
175,201901,113,"40","CH-N02","CTD","Oceanography","72.5004316667","-166.800515","08282019 00:26:19.240","CH-N02"
175,201701,113,"16","BF-K10","CTD","Oceanography","71.3200666667","-154.421195","08152017 16:08:19.052","BFK10, B154-03"
175,201901,114,"40","CH-N02","Juday","Vertical Plankton  Tow","72.500365","-166.801241667","08282019 00:36:44.096",""
175,201701,114,"","","Seabird Survey","Seabird Survey Start","71.31626","-154.43594","08152017 16:22:00.295",""
175,201901,115,"40","CH-N02","Benthic Grab","Benthic grab","72.4997333333","-166.800043333","08282019 00:49:10.619","GRAB002 CH-N02"
175,201701,115,"","","Seabird Survey","Seabird Survey End","71.4106233333","-154.284488333","08152017 17:16:23.512",""
175,201901,116,"40","CH-N02","Bongo","Oblique tow","72.5013133333","-166.784275","08282019 01:03:31.950","BON012 CH-N02"
175,201701,116,"17","","CTD","Oceanography","71.4124666667","-154.27562","08152017 17:29:30.800","BF154-04"
175,201901,117,"40","CH-N02","3m Beam Trawl","Standard bottom sample","72.5093516667","-166.77783","08282019 01:23:29.258","PSBT004 CH-N02"
175,201701,117,"17","","Bongo","Oblique tow","71.4139466667","-154.266038333","08152017 17:38:02.012","B154-04"
175,201901,118,"41","CH-N03","CTD","Oceanography","72.50151","-165.189565","08282019 15:10:05.782","CTD044 CH-N03"
175,201701,118,"","","Seabird Survey","Seabird Survey Start","71.4134666667","-154.280443333","08152017 17:56:49.663",""
175,201901,119,"41","CH-N03","Juday","Vertical Plankton  Tow","72.498565","-165.18141","08282019 15:23:40.753","JUDAY003 CH-N03"
175,201701,119,"","","Seabird Survey","Seabird Survey End","71.3157666667","-154.44132","08152017 18:54:42.393",""
175,201901,120,"41","CH-N03","Benthic Grab","Benthic grab","72.4962233333","-165.173441667","08282019 15:33:09.006","GRAB003 CH-N03"
175,201701,120,"","","Seabird Survey","Seabird Survey Start","71.4086283333","-154.28594","08152017 19:46:12.981",""
175,201901,121,"41","CH-N03","Juday","Vertical Plankton  Tow","72.4940683333","-165.169565","08282019 15:42:00.849","RE-DO. JUDAY004. CH-N03"
175,201701,121,"","","Seabird Survey","Seabird Survey End","71.5073433333","-154.101331667","08152017 20:51:29.728",""
175,201901,122,"41","CH-N03","Bongo","Oblique tow","72.4942633333","-165.171868333","08282019 15:52:45.293","BON013 CH-N03"
175,201701,122,"18","","CTD","Oceanography","71.5070366667","-154.10423","08152017 21:04:56.359","B154-05"
175,201901,123,"41","CH-N03","3m Beam Trawl","Standard bottom sample","72.4988283333","-165.177555","08282019 16:05:22.569","PSBT005 CH-N03"
175,201701,123,"","","Seabird Survey","Seabird Survey Start","71.5069483333","-154.10477","08152017 21:09:01.351",""
175,201901,124,"41","CH-N03","Marinovich","Opportunistic off-bottom sample","72.52741","-165.175381667","08282019 16:49:46.886","good tow at 2.2-2.5 knots with 1kt current. codend failed, came up open out the back.  Instead of reset will fish between next two stations.  sign is constant and low."
175,201701,124,"0","","Marinovich","Opportunistic off-bottom sample","71.587875","-153.97524","08152017 22:52:46.992","OBLIQUE TOW THU 2 LAYERS.  POCKET NETS 6,7,9 WERE OPEN, NET 8 WAS CLOSED BUT EMPTY"
175,201901,125,"42","CH-N04","Marinovich","Opportunistic off-bottom sample","72.4953766667","-164.546738333","08282019 19:58:09.870",""
175,201701,125,"15","BF-L10","Nordic","Surface trawl at pre-determined station","71.5805883333","-153.978501667","08162017 01:15:04.817","BFL10"
175,201901,126,"42","CH-N04","CTD","Oceanography","72.499985","-163.498148333","08282019 23:09:41.785","CTD045 CH-N04"
175,201701,126,"","","Seabird Survey","Seabird Survey Start","71.59826","-153.958651667","08162017 02:35:54.589",""
175,201901,127,"42","CH-N04","Juday","Vertical Plankton  Tow","72.4999133333","-163.49832","08282019 23:10:57.799","JUDAY 005 CH-N04"
175,201701,127,"19","","CTD","Oceanography","71.7074516667","-153.757918333","08162017 04:02:08.741","B154-07"
175,201901,128,"42","CH-N04","Benthic Grab","Benthic grab","72.4998683333","-163.49867","08282019 23:13:23.224","GRAB004 CH-N04"
175,201701,128,"0","","Marinovich","Opportunistic off-bottom sample","71.7621783333","-153.670433333","08162017 05:33:19.609","OS17MW4"
175,201901,129,"42","CH-N04","Bongo","Oblique tow","72.5050716667","-163.49219","08282019 23:30:32.468","BON014 CH-N04"
175,201701,129,"","","Seabird Survey","Seabird Survey Start","71.7214766667","-155.054633333","08162017 17:28:35.793",""
175,201901,130,"42","CH-N04","3m Beam Trawl","Standard bottom sample","72.5108033333","-163.487505","08282019 23:41:33.977","PSBT 006 CH-N04"
175,201701,130,"20","","CTD","Oceanography","71.7128","-156.2413","08172017 20:50:00.000",""
175,201901,131,"42","CH-N04","Marinovich","Opportunistic off-bottom sample","72.5088366667","-163.48537","08292019 00:21:56.796",""
175,201701,131,"","","Seabird Survey","Seabird Survey End","71.5433783333","-156.36033","08172017 03:57:44.805",""
175,201901,132,"43","CH-N05","CTD","Oceanography","72.5015083333","-161.907938333","08292019 15:03:38.354","CTD046 CH-N05"
175,201701,132,"","","Seabird Survey","Seabird Survey Start","71.5450816667","-156.360158333","08172017 04:01:23.742",""
175,201901,133,"43","CH-N05","Juday","Vertical Plankton  Tow","72.5013833333","-161.907546667","08292019 15:05:21.714","JUDAY006 CH-N05"
175,201701,133,"","","Seabird Survey","Seabird Survey End","71.5224683333","-156.57181","08172017 04:36:57.378",""
175,201901,134,"43","CH-N05","Benthic Grab","Benthic grab","72.50128","-161.907246667","08292019 15:06:52.513","GRAB005 CH-N05"
175,201701,134,"","","Seabird Survey","Seabird Survey Start","71.0085833333","-159.120788333","08172017 15:00:22.358",""
175,201901,135,"43","CH-N05","Bongo","Oblique tow","72.5055283333","-161.918473333","08292019 15:30:48.591","BON015 CH-N05"
175,201701,135,"0","","Marinovich","Opportunistic off-bottom sample","71.0018733333","-159.718088333","08172017 18:43:04.185","OS17MW5"
175,201901,136,"43","CH-N05","3m Beam Trawl","Standard bottom sample","72.5065833333","-161.922651667","08292019 15:34:51.992","PSBT007 CH-N05"
175,201701,136,"","","Seabird Survey","Seabird Survey Start","70.997725","-159.783303333","08172017 20:32:58.842",""
175,201901,137,"43","CH-N05","Marinovich","Opportunistic off-bottom sample","72.4914866667","-161.841106667","08292019 17:05:38.848","CH-N05 - MAR005"
175,201701,137,"21","CH-K06","Bongo","Oblique tow","","","08172017 23:22:40.000","CHK06"
175,201901,138,"44","CH-N06","CTD","Oceanography","72.4981966667","-160.203245","08292019 22:06:32.144","CTD047 CH-N06"
175,201701,138,"21","CH-K06","CTD","Oceanography","70.9987333333","-160.792391667","08172017 23:50:26.754","CHK06"
175,201901,139,"43","CH-N05","Juday","Vertical Plankton  Tow","72.4979566667","-160.203868333","08292019 22:08:10.930","JUDAY007 CH-N06"
175,201701,139,"","","Seabird Survey","Seabird Survey End","70.9987","-160.791856667","08172017 23:51:20.336",""
175,201901,140,"44","CH-N06","Bongo","Oblique tow","72.4990866667","-160.203833333","08292019 22:25:44.293","BON016 CH-N05"
175,201701,140,"21","CH-K06","CTD","Oceanography","70.9984383333","-160.788461667","08172017 23:57:25.058","CHK06"
175,201901,141,"44","CH-N06","3m Beam Trawl","Standard bottom sample","72.5035733333","-160.19311","08292019 22:37:43.591","PSBT008 CH-N06"
175,201701,141,"21","CH-K06","Nordic","Surface trawl at pre-determined station","","","",".CHK06. SLIGHLY OFF STATION TO AVOID WALRUS. BAD FS70 TRACE AND WALRUS CAUGHT UP TO US  ABORT TRAWL"
175,201901,142,"44","CH-N06","Marinovich","Opportunistic off-bottom sample","72.5013616667","-160.20802","08292019 23:26:28.390","CH-N06. MAR006."
175,201701,142,"21","CH-K06","Nordic","Surface trawl at pre-determined station","70.9990616667","-160.694905","08182017 01:47:05.131","CHK06"
175,201901,143,"44","CH-N06","Benthic Grab","Benthic grab","72.4979566667","-160.203868333","08292019 22:08:10.930","ADDED AFTER STATION"
175,201701,143,"21","CH-K06","3m Beam Trawl","Standard bottom sample","70.99516","-160.54509","08182017 03:01:02.520","CHK06"
175,201901,144,"45","CH-N06.7","CTD","Oceanography","72.76839","-159.635835","08302019 15:05:26.278","CTD048 CH-NO6.7"
175,201701,144,"21","CH-K06","CTD","Oceanography","70.9927783333","-160.523763333","08182017 03:44:20.853","CHK06.  TEST OF CTD AFTER SLIP RING REPAIRED"
175,201901,145,"45","CH-N06.7","Bongo","Oblique tow","72.767655","-159.650418333","08302019 15:36:44.737","BON017 CHN06.7"
175,201701,145,"","","Seabird Survey","Seabird Survey Start","70.9925566667","-160.52277","08182017 03:46:29.374",""
175,201901,146,"45","CH-N06.7","Juday","Vertical Plankton  Tow","72.7670433333","-159.670968333","08302019 15:47:12.933",""
175,201701,146,"","","Seabird Survey","Seabird Survey End","71.605499","-155.854828","08162017 03:47:00.000",""
175,201901,147,"45","CH-N06.7","Marinovich","Opportunistic off-bottom sample","72.7673383333","-159.64633","08302019 16:17:26.732","MAR006 CH-N06.7"
175,201701,147,"","","Seabird Survey","Seabird Survey Start","71.703499","-153.770996","08172017 01:46:00.000",""
175,201901,148,"45","CH-N06.7","Benthic Grab","Benthic grab","72.7679566667","-159.544928333","08302019 17:16:25.888","GRAB007  CHN006.7"
175,201701,148,"","","Seabird Survey","Seabird Survey End","71.0001966667","-161.866641667","08182017 07:40:28.452",""
175,201901,149,"45","CH-N06.7","Benthic Grab","Benthic grab","72.7674616667","-159.541383333","08302019 17:36:34.352"," RE-DO GRAB008"
175,201701,149,"0","","Marinovich","Opportunistic off-bottom sample","70.9995233333","-161.16443","08182017 17:05:00.935","OS17MWT6"
175,201901,150,"45","CH-N06.7","3m Beam Trawl","Standard bottom sample","72.7656766667","-159.553446667","08302019 17:53:04.133","PSBT009 CH-N06.7"
175,201701,150,"","","Seabird Survey","Seabird Survey Start","70.9189333333","-160.831376667","08182017 20:39:47.362",""
175,201901,151,"45","CH-N06.7","3m Beam Trawl","Standard bottom sample","72.76391","-159.599958333","08302019 18:22:44.564","RE-DO  PSBT010 CH-N06.7"
175,201701,151,"","","Seabird Survey","Seabird Survey End","70.525165","-160.988385","08182017 23:34:10.357",""
175,201901,152,"46","CH-N06.5","CTD","Oceanography","72.8968566667","-159.340621667","08302019 20:14:39.743","CTD049 CH-N06.5"
175,201701,152,"6","CH-J06","Nordic","Surface trawl at pre-determined station","70.5661583333","-161.195695","08192017 00:45:15.521","CHJ06. HB EARLY BC 2 WALRUES SHOWED UP."
175,201901,153,"46","CH-N06.5","Benthic Grab","Benthic grab","72.8965766667","-159.34103","08302019 20:20:57.163",""
175,201701,153,"","","Seabird Survey","Seabird Survey Start","70.5435983333","-161.180598333","08192017 02:15:36.301",""
175,201901,154,"46","CH-N06.5","Juday","Vertical Plankton  Tow","72.896475","-159.341536667","08302019 20:23:41.977",""
175,201701,154,"","","Seabird Survey","Seabird Survey End","70.50115","-162.506551667","08192017 06:29:07.551",""
175,201901,155,"46","CH-N06.5","Bongo","Oblique tow","72.9017883333","-159.323695","08302019 20:55:48.591","BON018 CH-N06.5"
175,201701,155,"22","","Bongo","Oblique tow","70.4326483333","-162.206365","08192017 14:01:12.968","IC0.75"
175,201901,156,"46","CH-N06.5","3m Beam Trawl","Standard bottom sample","72.9040133333","-159.321506667","08302019 21:28:58.310","PSBT011 CH-N06.5"
175,201701,156,"22","","CTD","Oceanography","70.4322083333","-162.195111667","08192017 14:10:27.724","IC0.75"
175,201901,157,"46","CH-N06.5","Marinovich","Opportunistic off-bottom sample","72.96318","-159.21232","08302019 23:17:04.451",""
175,201701,157,"","","Seabird Survey","Seabird Survey Start","70.5175233333","-162.400556667","08192017 15:06:17.785",""
175,201901,158,"47","CH-O07","CTD","Oceanography","73.1046733333","-158.93943","08312019 01:58:54.271","CTD050 CH-N07"
175,201701,158,"23","","CTD","Oceanography","70.598855","-162.59266","08192017 15:57:22.903","IC01"
175,201901,159,"47","CH-O07","Juday","Vertical Plankton  Tow","73.105235","-158.939775","08312019 02:00:57.002","JUDAY010 CH-N07"
175,201701,159,"","","Seabird Survey","Seabird Survey End","70.59876","-162.592441667","08192017 15:58:08.097",""
175,201901,160,"47","CH-O07","Bongo","Oblique tow","73.1062316667","-158.948675","08312019 02:44:39.145","BON19 CH-N07"
175,201701,160,"","","Seabird Survey","Seabird Survey Start","70.5976183333","-162.587511667","08192017 16:03:36.413",""
175,201901,161,"48","CH-N08","CTD","Oceanography","72.5519183333","-156.89307","08312019 15:24:10.507","CTD051 CH-N08"
175,201701,161,"","","Seabird Survey","Seabird Survey End","70.719325","-162.844883333","08192017 17:08:55.794",""
175,201901,162,"48","CH-N08","Juday","Vertical Plankton  Tow","72.5519883333","-156.894213333","08312019 15:25:35.071","JUDAY011 CH-N08"
175,201701,162,"24","","Bongo","Oblique tow","70.7191683333","-162.833263333","08192017 17:15:03.674","IC02"
175,201701,163,"24","","CTD","Oceanography","70.7175766667","-162.820875","08192017 17:27:11.266","IC02"
175,201901,163,"48","CH-N08","Bongo","Oblique tow","72.552075","-156.911535","08312019 16:09:52.542","BON20 CH-N08"
175,201701,164,"","","Seabird Survey","Seabird Survey Start","70.7176383333","-162.819526667","08192017 17:34:15.982","ICO2"
175,201901,164,"48","CH-N08","Marinovich","Opportunistic off-bottom sample","72.5521916667","-156.894461667","08312019 16:59:59.799","MAR008. CH-N08."
175,201901,165,"49","CH-M08.7","CTD","Oceanography","72.3703066667","-157.1667","08312019 19:54:36.726","CTD052 CH-M08.7"
175,201701,165,"","","Seabird Survey","Seabird Survey End","70.850165","-163.17677","08192017 18:52:33.562",""
175,201701,166,"25","","CTD","Oceanography","70.852115","-163.181343333","08192017 18:59:26.847","IC03"
175,201901,166,"49","CH-M08.7","Juday","Vertical Plankton  Tow","72.3760766667","-157.200628333","08312019 20:21:44.624","JUDAY012 CH-M08.7"
175,201901,167,"49","CH-M08.7","Bongo","Oblique tow","72.3734466667","-157.190133333","08312019 20:34:40.114","BON021 CH-M08.7"
175,201701,167,"24","","CTD","Oceanography","70.8496866667","-163.185576667","08192017 19:20:28.451","IC03"
175,201701,168,"","","Seabird Survey","Seabird Survey Start","70.8536466667","-163.19442","08192017 19:29:54.159",""
175,201901,168,"49","CH-M08.7","3m Beam Trawl","Standard bottom sample","72.3711683333","-157.157971667","08312019 21:01:38.325","PSBT012 CH-M08.7"
175,201701,169,"","","Seabird Survey","Seabird Survey End","70.9747183333","-163.559671667","08192017 20:45:35.657",""
175,201901,169,"49","CH-M08.7","Marinovich","Opportunistic off-bottom sample","72.3706383333","-157.175261667","08312019 22:28:30.249","DEEP TOW ON BOTTOMLAYER"
175,201701,170,"26","","Bongo","Oblique tow","70.9764516667","-163.553248333","08192017 20:51:23.933","IC04"
175,201901,170,"50","CH-M08.5","CTD","Oceanography","72.2534683333","-157.416775","09012019 01:18:21.756","CTD053 CHM-08.5"
175,201701,171,"26","","CTD","Oceanography","70.97671","-163.541885","08192017 21:05:17.715","IC04"
175,201901,171,"50","CH-M08.5","Juday","Vertical Plankton  Tow","72.2569716667","-157.42443","09012019 01:39:40.980",""
175,201701,172,"","","Seabird Survey","Seabird Survey Start","70.9764183333","-163.54363","08192017 21:09:37.717",""
175,201901,172,"50","CH-M08.5","Bongo","Oblique tow","","","","BON022 CH-M08.5 ISSUES WITH WINCH"
175,201901,173,"51","CH-K08","CTD","Oceanography","71.000885","-157.79794","09022019 15:15:33.046","CTD054 CH-K08"
175,201701,173,"","","Seabird Survey","Seabird Survey End","71.0861666667","-163.791155","08192017 22:10:25.612","IC05"
175,201901,174,"51","CH-K08","Juday","Vertical Plankton  Tow","71.0009783333","-157.79908","09022019 15:16:40.615","JUDAY CHK-08"
175,201701,174,"27","","CTD","Oceanography","71.0874666667","-163.791125","08192017 22:16:56.416","IC05"
175,201701,175,"","","Seabird Survey","Seabird Survey Start","71.0895833333","-163.792951667","08192017 22:24:06.106","AFTER IC05"
175,201901,175,"51","CH-K08","Benthic Grab","Benthic grab","71.0010583333","-157.800308333","09022019 15:17:51.989","GRAB010 CH-K08"
175,201901,176,"51","CH-K08","Benthic Grab","Benthic grab","71.001495","-157.805526667","09022019 15:23:08.588","RE-DO GRAB011 CH--K08"
175,201701,176,"","","Seabird Survey","Seabird Survey End","71.1970916667","-164.189318333","08192017 23:38:57.397","IC06"
175,201901,177,"51","CH-K08","3m Beam Trawl","Standard bottom sample","71.0023433333","-157.792768333","09022019 15:37:27.553","PSBT013 CH-K08"
175,201701,177,"28","","Bongo","Oblique tow","71.199425","-164.197611667","08192017 23:44:18.119","IC06"
175,201901,178,"51","CH-K08","Bongo","Oblique tow","71.0020316667","-157.769531667","09022019 15:57:56.795","BON022 CH-K08"
175,201701,178,"28","","CTD","Oceanography","71.1975183333","-164.205046667","08192017 23:56:54.452","IC06"
175,201901,179,"52","CH-K07","CTD","Oceanography","71.0009033333","-159.292583333","09022019 19:40:03.168","CTD055 CH-K07"
175,201701,179,"","","Seabird Survey","Seabird Survey Start","71.19951","-164.21597","08202017 00:05:25.834",""
175,201901,180,"52","CH-K07","Juday","Vertical Plankton  Tow","71.0008633333","-159.293635","09022019 19:42:45.616",""
175,201701,180,"","","Seabird Survey","Seabird Survey End","71.3393633333","-164.604553333","08202017 01:27:46.759",""
175,201701,181,"29","","CTD","Oceanography","71.33967","-164.605763333","08202017 01:33:42.607","IC07"
175,201901,181,"52","CH-K07","Benthic Grab","Benthic grab","71.000705","-159.294","09022019 19:44:24.142","GRAB012 CH-K07"
175,201701,182,"","","Seabird Survey","Seabird Survey Start","71.3472333333","-164.628378333","08202017 01:46:05.996",""
175,201901,182,"52","CH-K07","3m Beam Trawl","Standard bottom sample","71.0022016667","-159.2858","09022019 20:01:27.850","PSBT014 CH-K07"
175,201701,183,"","","Seabird Survey","Seabird Survey End","71.4511116667","-164.913548333","08202017 02:43:20.577",""
175,201901,183,"52","CH-K07","Bongo","Oblique tow","71.00853","-159.272905","09022019 20:19:47.848","BON023 CH-K07"
175,201901,184,"52","CH-K07","Marinovich","Opportunistic off-bottom sample","71.0121483333","-159.25923","09022019 20:51:50.690",""
175,201701,184,"30","","CTD","Oceanography","71.45231","-164.91456","08202017 02:55:01.332","IC08"
175,201901,185,"","","DAFT","Mooring Recovery","71.0388933333","-160.504355","09032019 01:05:02.078","DAFT 3"
175,201701,185,"","","Seabird Survey","Seabird Survey Start","71.4522566667","-164.913298333","08202017 03:00:41.114",""
175,201701,186,"","","Seabird Survey","Seabird Survey End","71.5014283333","-164.632736667","08202017 05:47:16.113",""
175,201901,186,"53","CH-K06","CTD","Oceanography","71.0015066667","-160.78703","09032019 15:05:28.352","CTD056 CH-K06"
175,201701,187,"30","","Bongo","Oblique tow","71.44615","-164.919516667","08202017 14:05:44.280","IC08"
175,201901,187,"53","CH-K06","Juday","Vertical Plankton  Tow","71.0012666667","-160.787121667","09032019 15:08:13.921","JUDAY016 CH-K06"
175,201701,188,"30","","CTD","Oceanography","71.44208","-164.925928333","08202017 14:18:05.258","IC08"
175,201901,188,"53","CH-K06","Benthic Grab","Benthic grab","71.00065","-160.787115","09032019 15:15:29.252","GRAB013 CH-K06"
175,201701,189,"31","","CTD","Oceanography","71.6030316667","-165.299948333","08202017 15:59:45.447","IC09"
175,201901,189,"53","CH-K06","3m Beam Trawl","Standard bottom sample","70.997095","-160.774763333","09032019 15:33:37.125","PSBT015 CH-K06"
175,201901,190,"53","CH-K06","Bongo","Oblique tow","70.9927416667","-160.752515","09032019 15:51:16.189","BON024 CH-K06"
175,201701,190,"","","Seabird Survey","Seabird Survey End","71.706565","-165.60427","08202017 17:08:54.092",""
175,201901,191,"53","CH-K06","Marinovich","Opportunistic off-bottom sample","70.99226","-160.74561","09032019 16:18:04.653",""
175,201701,191,"32","","Bongo","Oblique tow","71.7049016667","-165.616876667","08202017 17:17:33.428","IC10"
175,201901,192,"54","CH-K05","CTD","Oceanography","70.9994866667","-162.393015","09032019 21:08:07.505","CTD057 CH-K05"
175,201701,192,"32","","CTD","Oceanography","71.7033066667","-165.626118333","08202017 17:28:15.652","IC10"
175,201901,193,"54","CH-K05","Juday","Vertical Plankton  Tow","70.998845","-162.393813333","09032019 21:11:54.945","JUDAY017 CH-K05"
175,201701,193,"","","Seabird Survey","Seabird Survey Start","71.7034583333","-165.62571","08202017 17:34:19.500","IC10"
175,201701,194,"","","Seabird Survey","Seabird Survey End","71.826695","-166.074255","08202017 18:57:30.351",""
175,201901,194,"54","CH-K05","Benthic Grab","Benthic grab","70.9985616667","-162.394186667","09032019 21:13:47.583","GRAB014 CHK05"
175,201901,195,"54","CH-K05","3m Beam Trawl","Standard bottom sample","71.0014483333","-162.379348333","09032019 21:32:13.455","PSBT016 CH-K05"
175,201701,195,"33","","CTD","Oceanography","71.8284283333","-166.078973333","08202017 19:04:18.491","C3"
175,201901,196,"54","CH-K05","Bongo","Oblique tow","71.00686","-162.364488333","09032019 21:48:05.215",""
175,201701,196,"33","","CTD","Oceanography","71.8294533333","-166.081153333","08202017 19:26:11.770","C3.  CAST FOR PHYTO PRODUCTION EXPT"
175,201901,197,"54","CH-K05","Marinovich","Opportunistic off-bottom sample","71.0001166667","-162.393105","09032019 22:17:04.362","deep layer at k05"
175,201701,197,"","","AI17_AU","Mooring Recovery","71.831145","-166.075283333","08202017 20:03:28.838","STATION C3.  AI17-AU-IC3"
175,201701,198,"","","AI17_AU","Mooring Deployment","71.82985","-166.077683333","08202017 20:31:40.592","C3.  AI17-AU-IC3"
175,201901,198,"","","DAFT","Mooring Recovery","70.835035","-163.118146667","09042019 00:56:05.708","DAFT-2"
175,201701,199,"","","Current Profiler","Mooring Recovery","71.8305","-166.073918333","08202017 20:36:50.994","C3.  CKP3"
175,201901,199,"55","CH-K04","CTD","Oceanography","71.0018283333","-163.903558333","09042019 15:09:54.657","CTD058 CH-K04"
175,201701,200,"","","Current Profiler","Mooring Deployment","71.8308866667","-166.07183","08202017 21:08:16.326","C3.  CKP3"
175,201901,200,"55","CH-K04","Juday","Vertical Plankton  Tow","71.0016716667","-163.90287","09042019 15:12:55.876","JUDAY018 CH-K04"
175,201701,201,"","","Ice Profiler","Mooring Recovery","71.8294516667","-166.069535","08202017 21:19:28.428","C3.   CKIP3"
175,201901,201,"55","CH-K04","Benthic Grab","Benthic grab","71.0015616667","-163.902448333","09042019 15:14:31.530","GRAB015 CH-K04"
175,201701,202,"","","Ice Profiler","Mooring Deployment","71.8281866667","-166.0707","08202017 21:48:50.374","C3.  CKIP3"
175,201901,202,"55","CH-K04","3m Beam Trawl","Standard bottom sample","71.0048483333","-163.906316667","09042019 15:36:05.485","PSBT017 CH-K04"
175,201701,203,"","","Seabird Survey","Seabird Survey Start","71.8282283333","-166.07134","08202017 21:51:16.995",""
175,201901,203,"55","CH-K04","Bongo","Oblique tow","71.0126116667","-163.914073333","09042019 15:54:00.620","BON026 CH-K04"
175,201701,204,"","","Seabird Survey","Seabird Survey End","70.9128783333","-167.696363333","08212017 05:58:06.064",""
175,201901,204,"55","CH-K04","Marinovich","Opportunistic off-bottom sample","71.0115033333","-163.907098333","09042019 16:20:25.555",""
175,201701,205,"34","","CTD","Oceanography","70.349105","-168.903371667","08212017 14:06:54.419","LB14"
175,201901,205,"56","CH-K03","CTD","Oceanography","71.001265","-165.401746667","09042019 20:47:34.726","CTD059 CH-K03"
175,201701,206,"35","","CTD","Oceanography","70.2613316667","-168.540535","08212017 15:32:21.782","LB13"
175,201901,206,"56","CH-K03","Juday","Vertical Plankton  Tow","71.0012933333","-165.4023","09042019 20:49:24.585","JUDAY019 CHK-03"
175,201701,207,"","","Seabird Survey","Seabird Survey End","70.166245","-168.136171667","08212017 16:53:59.220","LB12"
175,201901,207,"56","CH-K03","Benthic Grab","Benthic grab","71.0012833333","-165.402796667","09042019 20:51:03.620","GRAB016 CH-K03"
175,201701,208,"36","","CTD","Oceanography","70.165525","-168.13504","08212017 17:01:54.614","LB12"
175,201901,208,"56","CH-K03","Benthic Grab","Benthic grab","71.001285","-165.404336667","09042019 20:56:30.338","RE-DO GRAB016 CH-K03"
175,201701,209,"36","","CTD","Oceanography","70.1654466667","-168.139018333","08212017 17:24:21.004","LB12.  SECOND CAST FOR PHYTO PRODUCTION EXPT"
175,201901,209,"56","CH-K03","3m Beam Trawl","Standard bottom sample","71.001485","-165.391411667","09042019 21:08:19.230","PSBT018 CH-K03"
175,201701,210,"","","Seabird Survey","Seabird Survey Start","70.1654366667","-168.139761667","08212017 17:28:21.320","LB12"
175,201901,210,"56","CH-K03","Bongo","Oblique tow","71.004615","-165.367426667","09042019 21:25:31.164","BON027 CH-K03"
175,201701,211,"","","Seabird Survey","Seabird Survey End","70.205055","-167.785418333","08212017 18:26:50.031",""
175,201901,211,"56","CH-K03","Marinovich","Opportunistic off-bottom sample","71.0068483333","-165.36091","09042019 21:54:03.504",""
175,201701,212,"","","AI17_AU","Mooring Recovery","70.2057466667","-167.781638333","08212017 18:31:21.005","FAILED TO RELEASE"
175,201901,212,"57","CH-K02","CTD","Oceanography","71.0011633333","-167.00295","09052019 15:05:18.456","CTD060 CH-K02"
175,201701,213,"","","Seabird Survey","Seabird Survey Start","70.207005","-167.785183333","08212017 19:04:51.198",""
175,201901,213,"57","CH-K02","Juday","Vertical Plankton  Tow","71.001225","-167.003915","09052019 15:06:24.250","JUDAY020 CH-K02"
175,201701,214,"","","Seabird Survey","Seabird Survey End","70.060385","-167.652948333","08212017 20:28:37.723",""
175,201901,214,"57","CH-K02","Benthic Grab","Benthic grab","71.0013566667","-167.005618333","09052019 15:08:08.714","GRAB017 CH-K02"
175,201701,215,"37","","CTD","Oceanography","70.0610416667","-167.653955","08212017 20:38:10.559","LB11"
175,201901,215,"57","CH-K02","3m Beam Trawl","Standard bottom sample","71.002475","-167.008531667","09052019 15:24:04.751","PSBT019 CH-K02"
175,201701,216,"","","Seabird Survey","Seabird Survey Start","70.0611666667","-167.649648333","08212017 20:45:56.149",""
175,201901,216,"57","CH-K02","Bongo","Oblique tow","71.0074183333","-166.988323333","09052019 15:41:24.757","BON028 CH-K02"
175,201701,217,"","","Seabird Survey","Seabird Survey End","69.9587733333","-167.221448333","08212017 22:07:47.486",""
175,201901,217,"57","CH-K02","Marinovich","Opportunistic off-bottom sample","71.011105","-166.95115","09052019 16:13:10.540",""
175,201701,218,"38","","CTD","Oceanography","69.9600583333","-167.221416667","08212017 22:15:12.521","LB10"
175,201901,218,"58","CH-K01","CTD","Oceanography","71.0020133333","-168.503451667","09052019 20:23:43.433","CTD061 CH-K01"
175,201701,219,"","","Seabird Survey","Seabird Survey Start","69.96113","-167.221616667","08212017 22:19:06.148",""
175,201901,219,"58","CH-K01","Juday","Vertical Plankton  Tow","71.0025083333","-168.505546667","09052019 20:26:28.697",""
175,201701,220,"","","Seabird Survey","Seabird Survey End","69.8826883333","-166.821048333","08212017 23:31:01.874",""
175,201901,220,"58","CH-K01","Benthic Grab","Benthic grab","71.00273","-168.506268333","09052019 20:27:27.032",""
175,201701,221,"39","","CTD","Oceanography","69.8839266667","-166.819408333","08212017 23:37:26.208","LB09"
