"SHIP","SURVEY","CLAMS_EVENT_NUMBER","CLAMS_STATION_NUMBER","GRID_STATION_NAME","GEAR","NET_PARTITION","CATCH_SAMPLE_NUMBER","SPECIES_CODE","COMMON_NAME","SCIENTIFIC_NAME","SPECIES_SUBCATEGORY","TOTAL_WEIGHT_IN_HAUL","SAMPLED_WEIGHT","TOTAL_NUMBER_IN_HAUL","SAMPLED_NUMBER","FREQUENCY_EXPANSION","SAMPLED_IN_MIX","WHOLE_HAULED","COMMENTS"
174,2013001,106,"57","Paired Trawl 3a","CanTrawl","Codend",3344,40504,"Chrysaora melanaster","Chrysaora melanaster","None",8.42,8.42,0,0,1,0,1,""
174,2013001,106,"57","Paired Trawl 3a","CanTrawl","Codend",3346,40561,"Lions mane","Cyanea capillata","None",14.84,1.25,368.032,31,11.872,1,0,""
174,2013001,106,"57","Paired Trawl 3a","CanTrawl","Codend",3347,21725,"Arctic cod","Boreogadus saida","Age 0",4.9768,0.068,7392.0552,101,73.1887,1,0,""
174,2013001,106,"57","Paired Trawl 3a","CanTrawl","Codend",3353,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.0181,0.002,27.1463,3,9.0488,1,0,""
174,2013001,106,"57","Paired Trawl 3a","CanTrawl","Codend",3354,23801,"Lumpenus sp.","Lumpenus sp.","None",0.009,0.001,9.0488,1,9.0488,1,0,""
174,2013001,107,"58","Paired Trawl 3b","Marinovich","Codend",3356,40504,"Chrysaora melanaster","Chrysaora melanaster","None",7.55,6.49,5.8166,5,1.1633,0,1,""
174,2013001,107,"58","Paired Trawl 3b","Marinovich","Codend",3358,40561,"Lions mane","Cyanea capillata","None",45.1614,2.61,882.4646,51,17.3032,1,0,""
174,2013001,107,"58","Paired Trawl 3b","Marinovich","Codend",3359,21725,"Arctic cod","Boreogadus saida","Age 0",2.8616,0.043,4991.1818,75,66.5491,1,0,""
174,2013001,107,"58","Paired Trawl 3b","Marinovich","Codend",3361,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.0624,0.006,83.2469,8,10.4059,1,0,""
174,2013001,107,"58","Paired Trawl 3b","Marinovich","Codend",3362,60100,"Amphipod unident.","amphipod unident.","None",0.1144649,0.011,0,0,10.4059,1,0,""
174,2013001,107,"58","Paired Trawl 3b","Marinovich","Codend",3363,23041,"Capelin","Mallotus villosus","None",0.0937,0.009,10.4059,1,10.4059,1,0,""
174,2013001,107,"58","Paired Trawl 3b","Marinovich","Codend",3364,66000,"Shrimp unident.","shrimp unident.","None",0.0416,0.004,10.4059,1,10.4059,1,0,""
174,2013001,110,"59","CH-H02","CanTrawl","Codend",3407,40504,"Chrysaora melanaster","Chrysaora melanaster","None",26.48,2.99,61.9933,7,8.8562,0,1,""
174,2013001,110,"59","CH-H02","CanTrawl","Codend",3408,21110,"Pacific herring","Clupea pallasi","None",1.469,1.469,10,10,1,0,1,""
174,2013001,110,"59","CH-H02","CanTrawl","Codend",3410,21725,"Arctic cod","Boreogadus saida","Age 0",2.3361,0.044,3238.7273,61,53.0939,1,0,""
174,2013001,110,"59","CH-H02","CanTrawl","Codend",3411,40561,"Lions mane","Cyanea capillata","None",1.0438,0.097,64.5652,6,10.7609,1,0,""
174,2013001,110,"59","CH-H02","CanTrawl","Codend",3412,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.0559,0.009,86.9836,14,6.2131,1,0,""
174,2013001,110,"59","CH-H02","CanTrawl","Codend",3418,20202,"sand lance unid.","Ammodytes sp.","None",0.033,0.033,3,3,1,0,1,""
174,2013001,112,"61","Midwater 15","Marinovich","Codend",3420,40504,"Chrysaora melanaster","Chrysaora melanaster","None",0.81,0.81,2,2,1,0,1,""
174,2013001,112,"61","Midwater 15","Marinovich","Codend",3422,21725,"Arctic cod","Boreogadus saida","Age 0",0.765,0.036,1253.743,59,21.2499,1,0,""
174,2013001,112,"61","Midwater 15","Marinovich","Codend",3423,40561,"Lions mane","Cyanea capillata","None",32.8065,3.52,428.7219,46,9.32,1,0,""
174,2013001,112,"61","Midwater 15","Marinovich","Codend",3424,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.0098,0.002,14.7115,3,4.9038,1,0,""
174,2013001,112,"61","Midwater 15","Marinovich","Codend",3425,21735,"Saffron cod","Eleginus gracilis","Age 0",0.0147,0.003,9.8076,2,4.9038,1,0,""
174,2013001,112,"61","Midwater 15","Marinovich","Codend",3426,23801,"Lumpenus sp.","Lumpenus sp.","None",0.0147,0.003,34.3267,7,4.9038,1,0,""
174,2013001,112,"61","Midwater 15","Marinovich","Codend",3427,60100,"Amphipod unident.","amphipod unident.","None",0.1324026,0.027,0,0,4.9038,1,0,""
174,2013001,118,"64","Midwater 16","Marinovich","Codend",3492,40504,"Chrysaora melanaster","Chrysaora melanaster","None",10.79,5.12,21.0742,10,2.1074,0,1,""
174,2013001,118,"64","Midwater 16","Marinovich","Codend",3493,40561,"Lions mane","Cyanea capillata","None",7.624,3.044,80.1472,32,2.5046,0,1,""
174,2013001,118,"64","Midwater 16","Marinovich","Codend",3495,21725,"Arctic cod","Boreogadus saida","Age 0",0.6221,0.029,1136.8805,53,21.4506,1,0,""
174,2013001,118,"64","Midwater 16","Marinovich","Codend",3496,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.5674,0.025,1134.759,50,22.6952,1,0,""
174,2013001,118,"64","Midwater 16","Marinovich","Codend",3497,23801,"Lumpenus sp.","Lumpenus sp.","None",0.0137,0.002,34.1795,5,6.8359,1,0,""
174,2013001,118,"64","Midwater 16","Marinovich","Codend",3499,20051,"Arctic alligatorfish","Ulcina olrikii","None",0.0068,0.001,20.5077,3,6.8359,1,0,""
174,2013001,120,"66","Midwater 17","Marinovich","Codend",3509,40504,"Chrysaora melanaster","Chrysaora melanaster","None",16.59,6.26,29.1518,11,2.6502,0,1,""
174,2013001,120,"66","Midwater 17","Marinovich","Codend",3510,40561,"Lions mane","Cyanea capillata","None",2.52,0.53,28.5283,6,4.7547,0,1,""
174,2013001,120,"66","Midwater 17","Marinovich","Codend",3512,21725,"Arctic cod","Boreogadus saida","Age 0",2.4938,0.025,4788.1242,48,99.7526,1,0,""
174,2013001,120,"66","Midwater 17","Marinovich","Codend",3513,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.0618,0.006,113.3552,11,10.305,1,0,""
174,2013001,120,"66","Midwater 17","Marinovich","Codend",3515,23801,"Lumpenus sp.","Lumpenus sp.","None",0.0103,0.001,10.305,1,10.305,1,0,""
174,2013001,120,"66","Midwater 17","Marinovich","Codend",3516,22200,"Snailfish unident.","Liparidinae","None",0.0103,0.001,10.305,1,10.305,1,0,""
174,2013001,120,"66","Midwater 17","Marinovich","Codend",3517,60100,"Amphipod unident.","amphipod unident.","None",0.04122,0.004,0,0,10.305,1,0,""
174,2013001,120,"66","Midwater 17","Marinovich","Codend",3518,20202,"sand lance unid.","Ammodytes sp.","None",0.0103,0.001,20.61,2,10.305,1,0,""
174,2013001,121,"67","CH-I02","CanTrawl","Codend",3566,40504,"Chrysaora melanaster","Chrysaora melanaster","None",28.09,11.53,17.0538,7,2.4363,0,1,""
174,2013001,121,"67","CH-I02","CanTrawl","Codend",3568,21725,"Arctic cod","Boreogadus saida","Age 0",2.1207,0.034,3118.7371,50,62.3747,1,0,""
174,2013001,121,"67","CH-I02","CanTrawl","Codend",3569,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.014,0.005,19.6106,7,2.8015,1,0,""
174,2013001,121,"67","CH-I02","CanTrawl","Codend",3575,20202,"sand lance unid.","Ammodytes sp.","None",0.0084,0.003,58.8317,21,2.8015,1,0,""
174,2013001,121,"67","CH-I02","CanTrawl","Codend",3576,23041,"Capelin","Mallotus villosus","None",0.0056,0.002,11.206,4,2.8015,1,0,""
174,2013001,128,"69","CH-I03","CanTrawl","Codend",3589,23801,"Lumpenus sp.","Lumpenus sp.","None",0.006,0.006,24,24,1,0,1,""
174,2013001,128,"69","CH-I03","CanTrawl","Codend",3590,23041,"Capelin","Mallotus villosus","None",0.011,0.01,7.7,7,1.1,0,1,""
174,2013001,128,"69","CH-I03","CanTrawl","Codend",3591,20202,"sand lance unid.","Ammodytes sp.","None",0.006,0.006,23,23,1,0,1,""
174,2013001,128,"69","CH-I03","CanTrawl","Codend",3592,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.064,0.064,109,109,1,0,1,""
174,2013001,128,"69","CH-I03","CanTrawl","Codend",3593,21725,"Arctic cod","Boreogadus saida","Age 0",5.643,0.043,6299.1628,48,131.2326,0,1,""
174,2013001,128,"69","CH-I03","CanTrawl","Codend",3594,40504,"Chrysaora melanaster","Chrysaora melanaster","None",11.804,1.61,43.9901,6,7.3317,0,1,""
174,2013001,128,"69","CH-I03","CanTrawl","Codend",3595,20051,"Arctic alligatorfish","Ulcina olrikii","None",0.001,0.001,3,3,1,0,1,""
174,2013001,128,"69","CH-I03","CanTrawl","Codend",3596,20000,"Poacher unident.","Agonidae","None",0.001,0.001,1,1,1,0,1,""
174,2013001,128,"69","CH-I03","CanTrawl","Codend",3597,20322,"Bering wolffish","Anarhichas orientalis","None",0.012,0.012,1,1,1,0,1,""
174,2013001,129,"70","Paired Trawl 4","Marinovich","Codend",3604,40504,"Chrysaora melanaster","Chrysaora melanaster","None",40.25,20.05,68.2544,34,2.0075,0,1,""
174,2013001,129,"70","Paired Trawl 4","Marinovich","Codend",3606,21725,"Arctic cod","Boreogadus saida","Age 0",0.3614,0.024,722.8936,48,15.0603,1,0,""
174,2013001,129,"70","Paired Trawl 4","Marinovich","Codend",3607,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.1195,0.016,283.8378,38,7.4694,1,0,""
174,2013001,129,"70","Paired Trawl 4","Marinovich","Codend",3608,23801,"Lumpenus sp.","Lumpenus sp.","None",0.0729,0.009,323.8771,40,8.0969,1,0,""
174,2013001,129,"70","Paired Trawl 4","Marinovich","Codend",3609,20051,"Arctic alligatorfish","Ulcina olrikii","None",0.0058,0.002,43.7234,15,2.9149,1,0,""
174,2013001,129,"70","Paired Trawl 4","Marinovich","Codend",3610,20202,"sand lance unid.","Ammodytes sp.","None",0.0117,0.004,34.9787,12,2.9149,1,0,""
174,2013001,129,"70","Paired Trawl 4","Marinovich","Codend",3611,22200,"Snailfish unident.","Liparidinae","None",0.0029,0.001,5.8298,2,2.9149,1,0,""
174,2013001,129,"70","Paired Trawl 4","Marinovich","Codend",3612,40500,"Jellyfish unident.","Scyphozoa (class)","None",0.0728725,0.025,0,0,2.9149,1,0,""
174,2013001,131,"72","Midwater 18","Marinovich","Codend",3629,40561,"Lions mane","Cyanea capillata","None",10.39,7.24,101.8909,71,1.4351,0,1,""
174,2013001,131,"72","Midwater 18","Marinovich","Codend",3630,40504,"Chrysaora melanaster","Chrysaora melanaster","None",3.35,2.36,5.678,4,1.4195,0,1,""
174,2013001,131,"72","Midwater 18","Marinovich","Codend",3632,21725,"Arctic cod","Boreogadus saida","Age 0",1.9787,0.022,4586.9175,51,89.9396,1,0,""
174,2013001,131,"72","Midwater 18","Marinovich","Codend",3633,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.0069,0.002,10.2877,3,3.4292,1,0,""
174,2013001,131,"72","Midwater 18","Marinovich","Codend",3634,23041,"Capelin","Mallotus villosus","None",0.0171,0.005,17.1462,5,3.4292,1,0,""
174,2013001,131,"72","Midwater 18","Marinovich","Codend",3635,23801,"Lumpenus sp.","Lumpenus sp.","None",0.0069,0.002,20.5754,6,3.4292,1,0,""
174,2013001,131,"72","Midwater 18","Marinovich","Codend",3636,60100,"Amphipod unident.","amphipod unident.","None",0.017146,0.005,0,0,3.4292,1,0,""
174,2013001,134,"73","CH-I04","CanTrawl","Codend",3685,40504,"Chrysaora melanaster","Chrysaora melanaster","None",27.546,14.184,23.3046,12,1.942,0,1,""
174,2013001,134,"73","CH-I04","CanTrawl","Codend",3686,40561,"Lions mane","Cyanea capillata","None",4.914,1.984,66.874,27,2.4768,0,1,""
174,2013001,134,"73","CH-I04","CanTrawl","Codend",3688,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.031,0.014,48.7143,22,2.2143,0,1,""
174,2013001,134,"73","CH-I04","CanTrawl","Codend",3689,23041,"Capelin","Mallotus villosus","None",0.159,0.101,85.0099,54,1.5743,0,1,""
174,2013001,134,"73","CH-I04","CanTrawl","Codend",3690,21725,"Arctic cod","Boreogadus saida","None",0.02,0.02,2,2,1,0,1,""
174,2013001,134,"73","CH-I04","CanTrawl","Codend",3691,20202,"sand lance unid.","Ammodytes sp.","None",0.003,0.003,10,10,1,0,1,""
174,2013001,134,"73","CH-I04","CanTrawl","Codend",3692,20202,"sand lance unid.","Ammodytes sp.","None",0.002,0.002,1,1,1,0,1,""
174,2013001,134,"73","CH-I04","CanTrawl","Codend",3693,23801,"Lumpenus sp.","Lumpenus sp.","None",0.002,0.002,6,6,1,0,1,""
174,2013001,134,"73","CH-I04","CanTrawl","Codend",3694,21725,"Arctic cod","Boreogadus saida","Age 0",0.787,0.035,1124.2857,50,22.4857,0,1,""
174,2013001,137,"74","CH-J04","CanTrawl","Codend",3709,23230,"Pink salmon (juv)","Oncorhynchus gorbuscha","Juvenile",0.011,0.011,2,2,1,0,1,""
174,2013001,137,"74","CH-J04","CanTrawl","Codend",3710,21725,"Arctic cod","Boreogadus saida","Age 0",1.734,0.034,2499,49,51,0,1,""
174,2013001,137,"74","CH-J04","CanTrawl","Codend",3711,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.154,0.012,320.8333,25,12.8333,0,1,""
174,2013001,137,"74","CH-J04","CanTrawl","Codend",3712,40504,"Chrysaora melanaster","Chrysaora melanaster","None",7.99,7.99,0,0,1,0,1,""
174,2013001,137,"74","CH-J04","CanTrawl","Codend",3713,40561,"Lions mane","Cyanea capillata","None",0.174,0.143,1.2168,1,1.2168,0,1,""
174,2013001,137,"74","CH-J04","CanTrawl","Codend",3714,20322,"Bering wolffish","Anarhichas orientalis","None",0.007,0.007,1,1,1,0,1,""
174,2013001,137,"74","CH-J04","CanTrawl","Codend",3720,66000,"Shrimp unident.","shrimp unident.","None",0.001,0.001,1,1,1,0,1,""
174,2013001,137,"74","CH-J04","CanTrawl","Codend",3721,20202,"sand lance unid.","Ammodytes sp.","None",0.021,0.003,161,23,7,0,1,""
174,2013001,137,"74","CH-J04","CanTrawl","Codend",3722,23041,"Capelin","Mallotus villosus","None",0.023,0.002,69,6,11.5,0,1,""
174,2013001,137,"74","CH-J04","CanTrawl","Codend",3723,40505,"Phacellophora camtchatica","Phacellophora camtchatica","None",0.065,0.065,1,1,1,0,1,""
174,2013001,137,"74","CH-J04","CanTrawl","Codend",3724,40500,"Jellyfish unident.","Scyphozoa (class)","None",0.016,0.016,0,0,1,0,1,""
174,2013001,137,"74","CH-J04","CanTrawl","Codend",3726,23801,"Lumpenus sp.","Lumpenus sp.","None",0.001,0.001,3,3,1,0,1,""
174,2013001,140,"75","CH-J06","CanTrawl","Codend",3728,21725,"Arctic cod","Boreogadus saida","Age 0",5.788,0.048,6390.9167,53,120.5833,0,1,""
174,2013001,140,"75","CH-J06","CanTrawl","Codend",3729,40504,"Chrysaora melanaster","Chrysaora melanaster","None",3.64,3.64,0,0,1,0,1,""
174,2013001,140,"75","CH-J06","CanTrawl","Codend",3730,23041,"Capelin","Mallotus villosus","None",1.423,0.313,222.77,49,4.5463,0,1,""
174,2013001,140,"75","CH-J06","CanTrawl","Codend",3736,40561,"Lions mane","Cyanea capillata","None",1.409,0.284,34.7289,7,4.9613,0,1,""
174,2013001,140,"75","CH-J06","CanTrawl","Codend",3737,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.037,0.014,66.0714,25,2.6429,0,1,""
174,2013001,140,"75","CH-J06","CanTrawl","Codend",3738,20202,"sand lance unid.","Ammodytes sp.","None",0.017,0.017,7,7,1,0,1,""
174,2013001,140,"75","CH-J06","CanTrawl","Codend",3739,60100,"Amphipod unident.","amphipod unident.","None",0.018,0.018,0,0,1,0,1,""
174,2013001,140,"75","CH-J06","CanTrawl","Codend",3740,23041,"Capelin","Mallotus villosus","None",0.014,0.014,19,19,1,0,1,""
174,2013001,140,"75","CH-J06","CanTrawl","Codend",3741,21725,"Arctic cod","Boreogadus saida","None",0.038,0.038,8,8,1,0,1,""
174,2013001,140,"75","CH-J06","CanTrawl","Codend",3742,21300,"Sculpin unident.","Cottidae","None",0.001,0.001,2,2,1,0,1,""
174,2013001,140,"75","CH-J06","CanTrawl","Codend",3743,23801,"Lumpenus sp.","Lumpenus sp.","None",0.005,0.005,17,17,1,0,1,""
174,2013001,140,"75","CH-J06","CanTrawl","Codend",3744,22200,"Snailfish unident.","Liparidinae","None",0.001,0.001,1,1,1,0,1,""
174,2013001,142,"77","Midwater 19","Marinovich","Codend",3746,21725,"Arctic cod","Boreogadus saida","Age 0",1.444,0.046,1632.3478,52,31.3913,0,1,""
174,2013001,142,"77","Midwater 19","Marinovich","Codend",3747,21735,"Saffron cod","Eleginus gracilis","Age 0",0.002,0.002,3,3,1,0,1,""
174,2013001,142,"77","Midwater 19","Marinovich","Codend",3748,40561,"Lions mane","Cyanea capillata","None",7.44,2.98,114.8456,46,2.4966,0,1,""
174,2013001,142,"77","Midwater 19","Marinovich","Codend",3750,23041,"Capelin","Mallotus villosus","None",0.039,0.039,39,39,1,0,1,""
174,2013001,142,"77","Midwater 19","Marinovich","Codend",3751,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.017,0.012,36.8333,26,1.4167,0,1,""
174,2013001,142,"77","Midwater 19","Marinovich","Codend",3752,40504,"Chrysaora melanaster","Chrysaora melanaster","None",8.42,2.25,7.4844,2,3.7422,0,1,""
174,2013001,142,"77","Midwater 19","Marinovich","Codend",3753,20202,"sand lance unid.","Ammodytes sp.","None",0.001,0.001,2,2,1,0,1,""
174,2013001,142,"77","Midwater 19","Marinovich","Codend",3754,60100,"Amphipod unident.","amphipod unident.","None",0.015,0.015,0,0,1,0,1,""
174,2013001,142,"77","Midwater 19","Marinovich","Codend",3755,23801,"Lumpenus sp.","Lumpenus sp.","None",0.025,0.005,130,26,5,0,1,""
174,2013001,142,"77","Midwater 19","Marinovich","Codend",3756,22200,"Snailfish unident.","Liparidinae","None",0.001,0.001,4,4,1,0,1,""
174,2013001,142,"77","Midwater 19","Marinovich","Codend",3757,66000,"Shrimp unident.","shrimp unident.","None",0.001,0.001,1,1,1,0,1,""
174,2013001,142,"77","Midwater 19","Marinovich","Codend",3758,10001,"Flatfish unident.","Pleuronectiformes","None",0.001,0.001,1,1,1,0,1,""
174,2013001,142,"77","Midwater 19","Marinovich","Codend",3759,21300,"Sculpin unident.","Cottidae","None",0.001,0.001,4,4,1,0,1,""
174,2013001,145,"78","CH-J05","CanTrawl","Codend",3829,40504,"Chrysaora melanaster","Chrysaora melanaster","None",14.55,2.57,33.9689,6,5.6615,0,1,""
174,2013001,145,"78","CH-J05","CanTrawl","Codend",3830,40561,"Lions mane","Cyanea capillata","None",0.26,0.26,1,1,1,0,1,""
174,2013001,145,"78","CH-J05","CanTrawl","Codend",3831,23041,"Capelin","Mallotus villosus","None",0.375,0.171,105.2632,48,2.193,0,1,""
174,2013001,145,"78","CH-J05","CanTrawl","Codend",3832,21725,"Arctic cod","Boreogadus saida","Age 0",1.653,0.02,4132.5,50,82.65,0,1,""
174,2013001,145,"78","CH-J05","CanTrawl","Codend",3833,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.028,0.012,58.3333,25,2.3333,0,1,""
174,2013001,145,"78","CH-J05","CanTrawl","Codend",3834,21300,"Sculpin unident.","Cottidae","None",0.002,0.002,2,2,1,0,1,""
174,2013001,145,"78","CH-J05","CanTrawl","Codend",3835,20202,"sand lance unid.","Ammodytes sp.","None",0.009,0.007,41.1429,32,1.2857,0,1,""
174,2013001,145,"78","CH-J05","CanTrawl","Codend",3836,23041,"Capelin","Mallotus villosus","None",0.011,0.008,26.125,19,1.375,0,1,""
174,2013001,145,"78","CH-J05","CanTrawl","Codend",3837,23230,"Pink salmon (juv)","Oncorhynchus gorbuscha","Juvenile",0.004,0.004,1,1,1,0,1,""
174,2013001,147,"79","Paired Trawl 5","Marinovich","Codend",3839,40504,"Chrysaora melanaster","Chrysaora melanaster","None",32.479,9.67,67.1748,20,3.3587,0,1,""
174,2013001,147,"79","Paired Trawl 5","Marinovich","Codend",3840,21725,"Arctic cod","Boreogadus saida","Age 0",0.229,0.026,458,52,8.8077,0,1,""
174,2013001,147,"79","Paired Trawl 5","Marinovich","Codend",3841,40561,"Lions mane","Cyanea capillata","None",0.752,0.271,8.3247,3,2.7749,0,1,""
174,2013001,147,"79","Paired Trawl 5","Marinovich","Codend",3842,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.093,0.014,199.2857,30,6.6429,0,1,""
174,2013001,147,"79","Paired Trawl 5","Marinovich","Codend",3843,23801,"Lumpenus sp.","Lumpenus sp.","None",0.002,0.002,6,6,1,0,1,""
174,2013001,147,"79","Paired Trawl 5","Marinovich","Codend",3844,22200,"Snailfish unident.","Liparidinae","None",0.006,0.006,15,15,1,0,1,""
174,2013001,147,"79","Paired Trawl 5","Marinovich","Codend",3845,23041,"Capelin","Mallotus villosus","None",0.004,0.004,15,15,1,0,1,""
174,2013001,147,"79","Paired Trawl 5","Marinovich","Codend",3846,20051,"Arctic alligatorfish","Ulcina olrikii","None",0.001,0.001,1,1,1,0,1,""
174,2013001,147,"79","Paired Trawl 5","Marinovich","Codend",3847,23804,"Arctic shanny","Stichaeus punctatus","None",0.001,0.001,2,2,1,0,1,""
174,2013001,147,"79","Paired Trawl 5","Marinovich","Codend",3848,66000,"Shrimp unident.","shrimp unident.","None",0.001,0.001,3,3,1,0,1,""
174,2013001,147,"79","Paired Trawl 5","Marinovich","Codend",3849,20202,"sand lance unid.","Ammodytes sp.","None",0.032,0.005,160,25,6.4,0,1,""
174,2013001,147,"79","Paired Trawl 5","Marinovich","Codend",3850,60100,"Amphipod unident.","amphipod unident.","None",0.001,0.001,3,3,1,0,1,""
174,2013001,147,"79","Paired Trawl 5","Marinovich","Codend",3851,60001,"Crustacean unident.","Crustacea (subphylum)","None",0.001,0.001,1,1,1,0,1,""
174,2013001,149,"81","Midwater 20","Marinovich","Codend",3869,40504,"Chrysaora melanaster","Chrysaora melanaster","None",14.14,3.59,31.5097,8,3.9387,0,1,""
174,2013001,149,"81","Midwater 20","Marinovich","Codend",3870,21725,"Arctic cod","Boreogadus saida","Age 0",0.431,0.019,1202.2632,53,22.6842,0,1,""
174,2013001,149,"81","Midwater 20","Marinovich","Codend",3871,21735,"Saffron cod","Eleginus gracilis","Age 0",0.001,0.001,1,1,1,0,1,""
174,2013001,149,"81","Midwater 20","Marinovich","Codend",3872,60100,"Amphipod unident.","amphipod unident.","None",0.005,0.005,0,0,1,0,1,""
174,2013001,149,"81","Midwater 20","Marinovich","Codend",3873,22200,"Snailfish unident.","Liparidinae","None",0.001,0.001,5,5,1,0,1,""
174,2013001,149,"81","Midwater 20","Marinovich","Codend",3874,20051,"Arctic alligatorfish","Ulcina olrikii","None",0.001,0.001,1,1,1,0,1,""
174,2013001,149,"81","Midwater 20","Marinovich","Codend",3875,23041,"Capelin","Mallotus villosus","None",0.001,0.001,2,2,1,0,1,""
174,2013001,149,"81","Midwater 20","Marinovich","Codend",3876,23801,"Lumpenus sp.","Lumpenus sp.","None",0.001,0.001,5,5,1,0,1,""
174,2013001,149,"81","Midwater 20","Marinovich","Codend",3877,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.027,0.011,61.3636,25,2.4545,0,1,""
174,2013001,149,"81","Midwater 20","Marinovich","Codend",3878,40561,"Lions mane","Cyanea capillata","None",1.369,0.129,53.062,5,10.6124,0,1,""
174,2013001,149,"81","Midwater 20","Marinovich","Codend",3879,66000,"Shrimp unident.","shrimp unident.","None",0.001,0.001,1,1,1,0,1,""
174,2013001,153,"84","Midwater 21","Marinovich","Codend",3929,40504,"Chrysaora melanaster","Chrysaora melanaster","None",4.38,2.65,4.9585,3,1.6528,0,1,""
174,2013001,153,"84","Midwater 21","Marinovich","Codend",3930,21725,"Arctic cod","Boreogadus saida","Age 0",0.244,0.022,554.5455,50,11.0909,0,1,""
174,2013001,153,"84","Midwater 21","Marinovich","Codend",3931,23801,"Lumpenus sp.","Lumpenus sp.","None",0.002,0.002,16,16,1,0,1,""
174,2013001,153,"84","Midwater 21","Marinovich","Codend",3932,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.016,0.01,38.4,24,1.6,0,1,""
174,2013001,153,"84","Midwater 21","Marinovich","Codend",3933,66000,"Shrimp unident.","shrimp unident.","None",0.001,0.001,1,1,1,0,1,""
174,2013001,153,"84","Midwater 21","Marinovich","Codend",3934,21735,"Saffron cod","Eleginus gracilis","Age 0",0.001,0.001,4,4,1,0,1,""
174,2013001,153,"84","Midwater 21","Marinovich","Codend",3935,22200,"Snailfish unident.","Liparidinae","None",0.001,0.001,1,1,1,0,1,""
174,2013001,157,"87","Midwater 22","Marinovich","Codend",3989,40504,"Chrysaora melanaster","Chrysaora melanaster","None",0.898,0.58,1.5483,1,1.5483,0,1,""
174,2013001,157,"87","Midwater 22","Marinovich","Codend",3990,21725,"Arctic cod","Boreogadus saida","Age 0",0.142,0.018,394.4444,50,7.8889,0,1,""
174,2013001,157,"87","Midwater 22","Marinovich","Codend",3991,20051,"Arctic alligatorfish","Ulcina olrikii","None",0.006,0.006,34,34,1,0,1,""
174,2013001,157,"87","Midwater 22","Marinovich","Codend",3992,23801,"Lumpenus sp.","Lumpenus sp.","None",0.001,0.001,1,1,1,0,1,""
174,2013001,157,"87","Midwater 22","Marinovich","Codend",3993,213759,"Shorthorn sculpin","Myoxocephalus scorpius","None",0.005,0.005,14,14,1,0,1,""
174,2013001,157,"87","Midwater 22","Marinovich","Codend",3994,40561,"Lions mane","Cyanea capillata","None",0.236,0.236,0,0,1,0,1,""
174,2013001,157,"87","Midwater 22","Marinovich","Codend",3995,60100,"Amphipod unident.","amphipod unident.","None",0.003,0.003,0,0,1,0,1,""
174,2013001,157,"87","Midwater 22","Marinovich","Codend",3996,20202,"sand lance unid.","Ammodytes sp.","None",0.001,0.001,1,1,1,0,1,""
174,2013001,163,"91","Midwater 23","Marinovich","Codend",3999,21725,"Arctic cod","Boreogadus saida","Age 0",0.015,0.003,30,6,5,0,0,""
174,2013001,163,"91","Midwater 23","Marinovich","Codend",4000,40504,"Chrysaora melanaster","Chrysaora melanaster","None",7.134,3.026,16.503,7,2.3576,0,0,""
174,2013001,163,"91","Midwater 23","Marinovich","Codend",4001,40561,"Lions mane","Cyanea capillata","None",0.246,0.092,13.3696,5,2.6739,0,0,""
174,2013001,163,"91","Midwater 23","Marinovich","Codend",4002,60001,"Crustacean unident.","Crustacea (subphylum)","None",0.002,0.002,0,0,1,0,0,""
174,2013001,163,"91","Midwater 23","Marinovich","Codend",4003,23801,"Lumpenus sp.","Lumpenus sp.","None",0.002,0.002,4,4,1,0,0,""
174,2013001,163,"91","Midwater 23","Marinovich","Codend",4004,22200,"Snailfish unident.","Liparidinae","None",0.001,0.001,2,2,1,0,0,""
174,2013001,163,"91","Midwater 23","Marinovich","Codend",4005,23041,"Capelin","Mallotus villosus","None",0.002,0.002,3,3,1,0,0,""
174,2013001,163,"91","Midwater 23","Marinovich","Codend",4006,23804,"Arctic shanny","Stichaeus punctatus","None",0.001,0.001,3,3,1,0,0,""
174,2013001,167,"94","Midwater 24","Marinovich","Codend",4049,40504,"Chrysaora melanaster","Chrysaora melanaster","None",11.92,4.84,9.8512,4,2.4628,0,1,""
