StationID,Year,ArcticEis_Station,StationNumber,EventStartDate (GMT),Latitude,Longitude,LatitudeStart DD,LongitudeStart DD,BottomDepth (m),Depth (m),PrimarySalinity PSU,PrimaryTemperature deg. C,ChlorophyllA ug/L,BeamTransmisson %,PARIrradiance uE,PrimaryOxygenSat %,SigmaTheta kg/m3,PO4 uM,SiO4 uM,NO3 uM,NO2 uM,NH4 uM,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,14,31.6932,6.5764,1.722351043,85.4768,41.29,105.1284,24.87,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,15,31.6965,6.567,1.705817119,85.5131,37.34,105.1367,24.874,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,16,31.7054,6.5451,1.655610445,85.5517,33.823,105.2836,24.883,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,17,31.7162,6.5188,1.594818026,85.6603,30.667,104.9138,24.895,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,18,31.7283,6.4722,1.54138522,85.7634,27.841,105.024,24.911,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,19,31.7373,6.4275,1.470007057,85.8721,25.28,104.9212,24.923,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,20,31.7426,6.4146,1.419699566,86.0678,22.886,104.9609,24.929,0.3980761,5.679806,0.09792769,0.009792769,0.4896384,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,21,31.7445,6.4092,1.415364452,86.1056,20.707,105.0438,24.931,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,22,31.7467,6.3889,1.41334812,86.1716,18.732,104.8651,24.936,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,23,31.7573,6.3273,1.411331787,86.2064,17.131,104.1947,24.952,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,24,31.7864,6.1645,1.4514568,86.0909,15.555,103.4815,24.995,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,25,31.8172,6.003,1.384716201,85.824,14.058,102.2261,25.038,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,26,31.8776,5.7033,1.224216151,84.8366,12.64,100.773,25.122,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,27,31.9503,5.3566,1.010081661,82.4721,11.022,100.431,25.219,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,28,31.9811,5.2084,0.839399133,76.4969,8.9344,100.255,25.26,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,29,31.9985,5.1186,0.686964412,69.7204,6.9124,99.87341,25.284,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,30,32.0038,5.0902,0.502066741,65.1564,5.1447,99.88589,25.291,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,31,32.0039,5.0871,0.460127029,61.4738,3.5479,99.77403,25.291,0.6780089,10.52505,0.4895371,0.04895371,0.5972353,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,32,32.0033,5.0856,0.437040024,58.1994,2.3618,99.73114,25.291,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,33,32.0026,5.0854,0.434015526,55.3838,1.5519,99.63323,25.291,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,34,32.0019,5.0854,0.426353463,53.8108,1.0032,99.38852,25.29,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,35,32.0014,5.0854,0.426555096,52.9998,0.64973,99.47358,25.29,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,36,32.001,5.0852,0.427361629,52.5343,0.42183,99.19546,25.289,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,37,32.0006,5.0854,0.415062002,52.3217,0.27525,99.23231,25.289,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,38,32.0003,5.0853,0.410928521,52.1937,0.1843,99.50536,25.289,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,39,31.9999,5.0852,0.416574251,51.9826,0.12816,99.40759,25.289,,,,,,,,,
'2012080106801,2012,CH-J04,68,8/20/2012,71.00,-164.00,70.5,-164.006,43,40,31.9994,5.0859,0.414860369,51.1116,0.0949,99.21091,25.288,0.6819251,10.08446,0.489537,0.0489537,1.037818,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,0,30.9022,7.6461,0.923984273,82.6474,,99.91002,24.107,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,1,30.9022,7.6461,0.923984273,82.6474,,99.91002,24.107,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,2,30.9022,7.6461,0.923984273,82.6474,36.032,99.91002,24.107,0.5540491,8.425857,0.1959502,0.02939252,1.900717,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,3,31.0709,7.351,0.975804013,82.4591,24.287,100.3767,24.279,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,4,31.1612,7.0925,1.082568807,82.3347,16.625,100.5071,24.384,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,5,31.2026,7.0254,1.177235608,82.5796,12.417,99.84716,24.426,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,6,31.273,6.9269,1.216251638,82.8285,9.8248,99.09475,24.494,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,7,31.3091,6.8762,1.208589576,82.8789,7.5909,99.2139,24.529,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,8,31.3303,6.8061,1.274120375,82.5866,6.0919,99.31107,24.555,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,9,31.3582,6.7364,1.3871358,81.7919,5.0216,99.33753,24.586,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,10,31.3934,6.6969,1.602883355,80.9514,4.1244,99.44182,24.618,0.563706,9.011459,0.1959013,0.03428273,2.370406,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,11,31.4177,6.6658,1.588769029,80.6108,3.37,99.65372,24.641,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,12,31.4284,6.665,1.493396512,80.583,3.009,99.75624,24.65,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,13,31.4503,6.6515,1.286722452,80.5281,2.5633,99.56075,24.669,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,14,31.4651,6.6047,1.171489061,80.487,2.1749,99.22511,24.687,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,15,31.4731,6.5687,1.139126928,80.6068,1.8305,98.9705,24.697,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,16,31.4757,6.5562,1.14174816,80.7106,1.5503,98.77811,24.701,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,17,31.4756,6.5367,1.054844238,80.8713,1.3174,98.5071,24.703,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,18,31.474,6.4896,0.932956951,81.096,1.1145,98.29157,24.708,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,19,31.4711,6.4598,0.867325335,81.445,0.95114,97.7864,24.709,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,20,31.4711,6.442,0.828813388,81.6752,0.81683,97.99192,24.712,0.5989366,9.206874,0.2938364,0.03428091,1.635689,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,21,31.4734,6.4384,0.808549249,81.6803,0.70176,97.91328,24.714,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,22,31.4754,6.4326,0.796955338,81.6603,0.60537,97.81733,24.716,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,23,31.4751,6.4172,0.78142958,81.5633,0.52479,97.83099,24.718,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,24,31.4753,6.4141,0.778808348,81.5493,0.45813,97.90109,24.718,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,25,31.4773,6.3907,0.764089122,81.5267,0.39464,97.79829,24.723,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,26,31.4819,6.378462,0.712269382,81.7915,0.34242,97.96469,24.728,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,27,31.4885,6.3693,0.704103236,82.0151,0.29734,98.06908,24.734,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,28,31.4955,6.362,0.820546426,81.9136,0.25869,97.78426,24.741,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,29,31.5005,6.3669,0.87166045,81.8207,0.22625,98.89714,24.744,,,,,,,,,
'2012080107101,2012,CH-J05,71,8/20/2012,70.00,-163.00,70.499,-162.517,34,30,31.50012,6.366154,1.004335114,81.8184,0.19621,99.59427,24.744,0.5656118,8.618846,0.1958829,0.02448536,1.498504,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,0,28.6462,9.1644,0.922371207,81.5959,,102.951,22.124,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,1,28.6462,9.1644,0.922371207,81.5959,,102.951,22.124,0.4873161,5.987167,0,0.009815027,0.7557571,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,2,28.6462,9.1644,0.922371207,81.5959,222.55,102.951,22.124,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,3,28.6461,9.1637,1.050609941,81.5812,165.02,102.8124,22.124,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,4,28.6459,9.1666,1.106663978,81.5564,116.6,102.9644,22.123,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,5,28.6464,9.1651,1.204960177,81.5348,84.863,102.8623,22.124,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,6,28.6473,9.1644,1.32251235,81.6068,63.916,102.8886,22.125,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,7,28.6523,9.1519,1.778001815,81.4961,45.682,102.9448,22.131,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,8,28.6595,9.1456,1.963000302,81.3859,34.127,103.0962,22.137,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,9,28.6908,9.1391,2.630406291,80.9435,25.898,103.2013,22.163,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,10,28.8089,9.121154,2.996370602,80.0695,19.594,102.7466,22.257,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,11,29.1714,8.9864,2.158987801,79.8176,15.107,101.4791,22.561,0.4926425,6.182565,0.09813596,0.009813595,1.148191,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,12,29.44859,8.7232,1.393789697,80.741,12.352,100.8812,22.816,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,13,29.4994,8.6464,1.252142353,82.1672,10.499,100.1942,22.867,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,14,29.5292,8.5922,1.178142958,81.8586,9.2588,100.2108,22.898,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,15,29.5614,8.5815,1.047282992,81.4647,8.077,100.33,22.925,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,16,29.5996,8.5707,0.806532917,81.9567,6.8034,100.2837,22.956,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,17,29.6674,8.4942,0.732331888,83.0185,5.7143,99.5408,23.02,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,18,29.7823,8.3562,0.715797964,83.4014,4.8744,98.67008,23.13,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,19,29.873,8.2532,0.611351951,82.7463,4.1797,98.80119,23.215,,,,,,,,,
'2012080107301,2012,CH-J06,73,8/20/2012,71.00,-161.00,70.5,-161.004,25,20,29.8942,8.2275,0.636959371,81.3496,3.5191,98.82766,23.236,0.5604142,7.452577,0.1470903,0.01961205,0.7060336,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,0,28.5472,8.901,1.674967235,79.007,,104.1913,22.085,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,1,28.5472,8.901,1.674967235,79.007,,104.1913,22.085,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,2,28.5472,8.901,1.674967235,79.007,21.524,104.1913,22.085,0.5001139,6.380256,0,0,0.5398678,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,3,28.5481,8.9018,1.67093457,79.0334,15.623,103.9767,22.086,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,4,28.5507,8.8924,1.657727594,79.1409,11.092,103.9687,22.089,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,5,28.55224,8.8735,1.811674564,78.9486,8.3189,103.6876,22.093,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,6,28.5551,8.8752,1.900998084,78.615,6.2132,103.5482,22.095,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,7,28.5601,8.844232,1.898981752,78.1248,4.6795,103.1604,22.103,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,8,28.5906,8.8064,2.054340155,77.519,3.5392,102.8585,22.133,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,9,28.6121,8.8075,2.081459825,77.139,2.7028,103.0332,22.149,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,10,28.6295,8.8183,2.015727392,77.379,2.0745,102.8942,22.162,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,11,28.6417,8.8172,1.846557113,78.6572,1.6951,102.7035,22.171,0.5025353,6.428918,0,0.004907571,0.206118,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,12,28.6606,8.8054,1.830224821,79.191,1.3778,102.2488,22.188,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,13,28.6734,8.7999,1.713680815,79.2894,1.0977,102.2956,22.199,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,14,28.6937,8.788463,1.630809557,79.3732,0.87511,101.5708,22.216,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,15,28.71378,8.6143,1.694021575,78.3276,0.70237,101.0151,22.257,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,16,28.7223,8.5397,1.808246799,69.7547,0.53671,100.7539,22.274,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,17,28.725,8.5361,1.905333199,64.8015,0.37151,100.8896,22.277,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,18,28.7287,8.534,1.8707531,62.9375,0.25538,100.8465,22.28,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,19,28.7318,8.5324,1.853513459,61.8701,0.17635,100.8673,22.283,,,,,,,,,
'2012080107501,2012,CH-K08,75,8/21/2012,71.00,-158.00,70.994,-157.755,25,20,28.7343,8.5313,1.869140034,60.5083,0.12126,100.6217,22.285,0.5608947,7.753399,0.09814429,0.01472164,0.1962886,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,0,31.0612,6.775,0.072890412,81.5306,,101.7024,24.347,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,1,31.0612,6.775234,0.072890412,81.5306,,101.703,24.347,0.587812,8.131399,0.1959373,0.01959373,1.636077,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,2,31.0612,6.775467,0.072890412,81.5306,988.23,101.7035,24.347,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,3,31.0606,6.7757,0.099102732,81.5853,601.37,101.6242,24.346,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,4,31.0615,6.776,0.150216756,81.7588,508.11,101.7488,24.347,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,5,31.06916,6.7747,0.192458917,81.7922,370.12,101.621,24.353,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,6,31.0899,6.7095,0.241455792,81.7455,277.57,101.513,24.378,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,7,31.1069,6.6729,0.363947979,81.6221,208.05,101.3377,24.396,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,8,31.1319,6.6205,0.434620425,81.5374,169.58,101.3643,24.422,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,9,31.1432,6.5934,0.544510535,81.4671,137.5,101.4782,24.434,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,10,31.1689,6.5416,0.614578082,81.2586,113.41,101.3217,24.461,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,11,31.1864,6.5091,0.669422321,81.1089,90.584,101.2427,24.479,0.5818917,7.836925,0.1959231,0.01959231,1.175539,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,12,31.2315,6.4298,0.785462244,80.9482,74.252,101.0998,24.524,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,13,31.2646,6.3825,0.823167658,80.7944,61.022,101.0367,24.556,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,14,31.3837,6.2792,0.832846053,80.7475,50.236,101.1553,24.663,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,15,31.4241,6.239,0.823772558,80.8187,42.38,101.3603,24.7,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,16,31.4491,6.2049,0.816614578,80.8404,35.128,101.0114,24.723,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,17,31.5226,6.0779,0.758947475,80.7785,28.912,101.1966,24.797,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,18,31.5653,6.0022,0.737574352,80.5619,23.824,101.1978,24.84,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,19,31.5775,5.9805,0.724569009,80.4576,19.578,101.0888,24.852,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,20,31.5807,5.983,0.725577175,80.4034,16.095,101.1636,24.854,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,21,31.585,5.9609,0.732835971,80.3621,13.364,101.0374,24.86,0.5739115,7.345284,0.1958742,0.01958742,1.674725,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,22,31.5941,5.9384,0.739389051,80.2759,11.042,100.8525,24.87,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,23,31.6214,5.8745,0.708135901,80.1872,9.1063,101.0618,24.899,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,24,31.62512,5.8487,0.698155056,79.6,7.5806,101.076,24.905,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,25,31.6295,5.8526,0.699465672,79.7652,6.2777,100.9989,24.908,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,26,31.6335,5.8417,0.708337534,79.7697,5.1294,101.0016,24.913,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,27,31.6375,5.8288,0.687770945,79.6198,4.1981,101.0563,24.917,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,28,31.6341,5.8371,0.697348523,79.5323,3.4925,100.7783,24.914,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,29,31.6301,5.8481,0.723661659,79.648,2.9138,100.845,24.909,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,30,31.6303,5.8463,0.721040427,79.6729,2.433,100.9448,24.91,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,31,31.631,5.8437,0.714487348,79.5991,2.033,100.8482,24.91,0.5738864,7.638761,0.1958656,0.01958656,1.488579,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,32,31.6317,5.842,0.707732634,79.6445,1.6917,101.0774,24.911,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,33,31.6329,5.8396,0.706522835,79.5969,1.3851,100.9558,24.912,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,34,31.6344,5.8356,0.705212219,79.5841,1.1297,100.773,24.914,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,35,31.6376,5.8274,0.691904426,79.5949,0.93346,100.9544,24.918,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,36,31.6408,5.819,0.670531304,79.36154,0.76635,100.9391,24.921,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,37,31.6409,5.8192,0.669321504,79.2886,0.62978,100.9853,24.921,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,38,31.6415,5.8181,0.668716604,79.3861,0.51565,100.7505,24.922,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,39,31.6458,5.8096,0.655812078,79.3261,0.42035,100.9229,24.926,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,40,31.6471,5.8073,0.653795746,79.2175,0.34406,100.8165,24.927,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,41,31.6486,5.8051,0.65127533,79.227,0.27974,100.8095,24.929,0.5944511,7.932544,0.1958653,0.02937979,1.498369,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,42,31.649,5.8041,0.648351648,79.1286,0.22757,100.9863,24.929,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,43,31.6489,5.8029,0.645528783,79.0037,0.18856,100.9097,24.929,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,44,31.6486,5.8031,0.646839399,79.0018,0.15796,100.8973,24.929,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,45,31.6484,5.8034,0.647545115,79.0592,0.1348,100.7898,24.929,,,,,,,,,
'2012080107701,2012,CH-K07,77,8/21/2012,71.00,-159.00,71.001,-159.292,52,46,31.6481,5.8041,0.639681419,78.9411,0.11683,100.9349,24.929,,,,,,,,,
'2012080107901,2012,CH-K06,79,8/22/2012,71.00,-161.00,71,-160.828,46,0,30.7406,6.3019,0.212420607,88.9521,125.38,104.6925,24.153,,,,,,,,,
